cbench-consumer-jpeg-c:image-ppm-0001:,cbench-consumer-jpeg-c:image-ppm-0002:,cbench-consumer-jpeg-c:image-ppm-0003:,cbench-consumer-jpeg-c:image-ppm-0004:,cbench-consumer-jpeg-c:image-ppm-0005:,cbench-consumer-jpeg-d:image-jpeg-0001:,cbench-consumer-jpeg-d:image-jpeg-0002:,cbench-consumer-jpeg-d:image-jpeg-0003:,cbench-consumer-jpeg-d:image-jpeg-0004:,cbench-consumer-jpeg-d:image-jpeg-0005:,cbench-consumer-tiff2bw:image-tiff-0001:,cbench-consumer-tiff2bw:image-tiff-0002:,cbench-consumer-tiff2bw:image-tiff-0003:,cbench-consumer-tiff2bw:image-tiff-0004:,cbench-consumer-tiff2bw:image-tiff-0005:,cbench-consumer-tiff2dither:image-tiff-0001-bw:,cbench-consumer-tiff2dither:image-tiff-0002-bw:,cbench-consumer-tiff2dither:image-tiff-0003-bw:,cbench-consumer-tiff2dither:image-tiff-0004-bw:,cbench-consumer-tiff2dither:image-tiff-0005-bw:,cbench-consumer-tiff2rgba:image-tiff-0001:,cbench-consumer-tiff2rgba:image-tiff-0002:,cbench-consumer-tiff2rgba:image-tiff-0003:,cbench-consumer-tiff2rgba:image-tiff-0004:,cbench-consumer-tiff2rgba:image-tiff-0005:
0.009070281690140845,0.010982546875,0.5123625,0.03888956,0.006614866666666667,0.004506120967741936,0.006251757281553398,0.17089000000000001,0.01581569387755102,0.0028285471698113207,0.00464768085106383,0.005977617886178861,0.1743808,0.01632620833333333,0.004805432,0.004969758865248227,0.0059551463414634145,0.21134025,0.015882565217391304,0.004329812000000001,0.006010203539823009,0.00988730681818182,0.34922666666666663,0.02420497222222222,0.0056376030534351146
0.007767295774647888,0.012540046875,0.515224,0.040608519999999995,0.004952438095238095,0.0036337822580645163,0.004949233009708737,0.17154160000000002,0.015240632653061224,0.0025755974842767296,0.005735035460992908,0.007033341463414634,0.1743074,0.016426854166666668,0.003017112,0.005755624113475177,0.007011926829268293,0.21070525,0.018066239130434782,0.002598548,0.007689132743362832,0.009867795454545454,0.34982766666666665,0.024460555555555555,0.006728793893129771
0.010622408450704224,0.0097536875,0.5102965,0.04050676,0.007340161904761905,0.0025951451612903223,0.004131902912621359,0.1703132,0.01725134693877551,0.0007685911949685535,0.006321248226950354,0.007224552845528455,0.17510779999999998,0.018930333333333334,0.00286416,0.006281744680851064,0.00718220325203252,0.2100995,0.017619152173913043,0.00332204,0.0072443893805309734,0.008721511363636364,0.35204233333333335,0.024296666666666668,0.006384267175572519
0.0076027183098591545,0.011605875,0.5169035,0.040401519999999996,0.004383371428571429,0.004820008064516129,0.006230854368932039,0.16309579999999999,0.01492022448979592,0.0034140188679245283,0.00558245390070922,0.006246048780487804,0.1739732,0.0174683125,0.003412244,0.005546319148936171,0.006180186991869919,0.20921525,0.016661391304347826,0.003409408,0.006149053097345133,0.007957352272727272,0.350093,0.024929555555555555,0.0051916106870229005
0.009434140845070422,0.010768375,0.515822,0.03940744,0.005784933333333333,0.004171,0.005121456310679612,0.168106,0.016062244897959183,0.002901433962264151,0.005050184397163121,0.005554642276422764,0.1763236,0.017282416666666665,0.0034584679999999997,0.005793943262411347,0.006565569105691057,0.21072525,0.017546891304347827,0.0034424,0.006289840707964602,0.0080935,0.34899066666666667,0.025007166666666667,0.005350419847328244
0.008869014084507043,0.01168334375,0.5177615,0.04139496,0.005501085714285714,0.003992959677419355,0.0059924271844660195,0.1660932,0.01540073469387755,0.0030320377358490566,0.005806397163120568,0.006690682926829268,0.1745496,0.0174729375,0.003518876,0.0050190638297872335,0.0057036910569105695,0.2107395,0.016317695652173912,0.0035531,0.006688699115044248,0.008929318181818182,0.34977733333333333,0.025312138888888887,0.005872862595419847
0.00971838028169014,0.012185046875,0.513177,0.04043252,0.005235285714285714,0.004607282258064516,0.006309174757281553,0.157073,0.016295897959183674,0.0028080943396226418,0.005108787234042553,0.006010536585365853,0.17421,0.01717970833333333,0.004088420000000001,0.004869475177304965,0.006086276422764228,0.211033,0.01800904347826087,0.00410548,0.006420221238938054,0.008610125,0.35083400000000003,0.024056861111111112,0.005752145038167939
0.010734577464788732,0.012446203125,0.512848,0.04037548,0.007162342857142857,0.005230282258064516,0.005714398058252427,0.16045979999999999,0.015832163265306124,0.0028555911949685537,0.00523522695035461,0.0063804065040650405,0.1744696,0.017853208333333332,0.003342352,0.0052261489361702124,0.00651669918699187,0.20892375,0.01767891304347826,0.003409268,0.007068725663716814,0.009153625,0.349825,0.025215055555555557,0.006028396946564886
0.00893381690140845,0.012784703125,0.5200985,0.03913912,0.005834657142857144,0.0047140403225806446,0.006921165048543689,0.164437,0.01647573469387755,0.002599446540880503,0.006155702127659575,0.006858032520325203,0.1744788,0.016331083333333333,0.00303054,0.006141212765957447,0.007004975609756098,0.2125895,0.01892736956521739,0.0027877559999999997,0.007687495575221239,0.009815034090909091,0.34930599999999995,0.025256388888888887,0.006588076335877862
0.00887830985915493,0.012768796875,0.5121925,0.0420592,0.005026257142857143,0.004945153225806452,0.004930407766990291,0.1727356,0.016290285714285715,0.00299611320754717,0.005608241134751773,0.006050723577235772,0.1759516,0.016202145833333334,0.0025401,0.00533854609929078,0.006094569105691057,0.211029,0.017057978260869567,0.002451572,0.006393053097345133,0.008509011363636364,0.3494643333333333,0.024645972222222222,0.005510435114503817
