,avgpool-armcl-opencl::,avgpool-armcl-opencl-uint8::,avgpool-caffe-cpu::,avgpool-caffe-opencl::,avgpool-tensorflow-cpu::,avgpool-tensorflow-cpu-uint8::,cbench-automotive-bitcount:number-0001:,cbench-automotive-qsort1:cdataset-qsort-0001:,cbench-automotive-susan:image-pgm-0001:corners,cbench-automotive-susan:image-pgm-0001:edges,cbench-automotive-susan:image-pgm-0001:smoothing,cbench-bzip2::encode,cbench-bzip2::decode,cbench-consumer-jpeg-c:image-ppm-0001:,cbench-consumer-jpeg-d:image-jpeg-0001:,cbench-consumer-lame::,cbench-consumer-mad::,cbench-consumer-tiff2bw:image-tiff-0001:,cbench-consumer-tiff2dither:image-tiff-0001-bw:,cbench-consumer-tiff2median::,cbench-consumer-tiff2rgba:image-tiff-0001:,cbench-network-dijkstra:cdataset-dijkstra-0001:,cbench-network-patricia:cdataset-patricia-0001:,cbench-office-stringsearch2::,cbench-security-blowfish::,cbench-security-pgp::,cbench-security-rijndael::,cbench-security-sha::,cbench-telecom-adpcm-c:pcm-0001:,cbench-telecom-adpcm-d:adpcm-0001:,cbench-telecom-crc32:pcm-0001:,cbench-telecom-gsm:au-0001:
Default,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Train,0.9377135202527904,0.8056264860809192,0.9018693100692534,0.865536707230842,0.8413611909951111,0.9475247038451757,0.9112833480540031,0.8922251799673937,0.8940345337129735,0.9135082662623344,0.8520072064099803,0.9483299099373599,0.9128342561795382,0.8352227687931488,0.9119582004404321,0.8703300170839822,0.9551263811779146,0.8977355568790768,0.8335736045133956,0.9128443620911527,0.8594511568135406,0.8879358502732706,0.8852179491111534,0.8270675227406066,0.8398251789619542,0.8786694399901942,0.9406105772480817,0.8778371732068396,0.8476179865913901,0.8619079853287307,0.8538599460845945,0.9132408869736115
Fourier,1.0511869892055326,0.8016216911961632,1.0130244226181888,0.9569650062260158,1.0075204854260644,1.0210909382130335,0.9641194864220287,0.911583668140939,1.0024408112211267,0.9714557211601403,0.9084010767652376,0.9578888339130983,0.9621899975021793,0.9279594856630279,0.9289538963139842,0.8863506027260069,1.0045546251359627,0.9263901912994235,0.8929703455918909,1.061851732095228,0.934256302236006,0.9447125067418857,0.9653858888528648,1.1596981730822646,0.8594876608726666,0.8842287668784428,1.0333462673767126,1.011115058598433,1.0572710634822027,0.9150759869322295,0.8741887024952536,0.9437287026900475
Optimal,0.8530647936905604,0.6273161258014225,0.7093562785371366,0.7321044665462265,0.6935483753544812,0.8816806980676488,0.8608276291381941,0.7974028435409788,0.7380493910354767,0.8385201845612307,0.7762556677430206,0.8164469784779878,0.8053293570106161,0.7772477152934149,0.827340216945025,0.7461955198735378,0.6756469821805848,0.7952770597990279,0.7125796304719023,0.9064197061998899,0.7802833512130177,0.8511161604384281,0.7951994088280836,0.8737911138099352,0.6465704748082374,0.7797048663857791,0.8951843523652586,0.7367223601266212,0.8616705359549097,0.8088982616406953,0.6965517904331926,0.7448742025454663
