,avgpool-armcl-opencl::,avgpool-armcl-opencl-uint8::,avgpool-caffe-cpu::,avgpool-caffe-opencl::,avgpool-tensorflow-cpu::,avgpool-tensorflow-cpu-uint8::,cbench-automotive-bitcount:number-0001:,cbench-automotive-qsort1:cdataset-qsort-0001:,cbench-automotive-susan:image-pgm-0001:corners,cbench-automotive-susan:image-pgm-0001:edges,cbench-automotive-susan:image-pgm-0001:smoothing,cbench-bzip2::encode,cbench-bzip2::decode,cbench-consumer-jpeg-c:image-ppm-0001:,cbench-consumer-jpeg-d:image-jpeg-0001:,cbench-consumer-lame::,cbench-consumer-mad::,cbench-consumer-tiff2bw:image-tiff-0001:,cbench-consumer-tiff2dither:image-tiff-0001-bw:,cbench-consumer-tiff2median::,cbench-consumer-tiff2rgba:image-tiff-0001:,cbench-network-dijkstra:cdataset-dijkstra-0001:,cbench-network-patricia:cdataset-patricia-0001:,cbench-office-stringsearch2::,cbench-security-blowfish::,cbench-security-pgp::,cbench-security-rijndael::,cbench-security-sha::,cbench-telecom-adpcm-c:pcm-0001:,cbench-telecom-adpcm-d:adpcm-0001:,cbench-telecom-crc32:pcm-0001:,cbench-telecom-gsm:au-0001:
Default,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Train,0.9377135202527904,0.8056264860809192,0.8668367359510643,0.865536707230842,0.8413611909951111,0.9475247038451757,0.9112833480540031,0.8922251799673937,0.8940345337129735,0.9135082662623344,0.8520072064099803,0.9344137385084352,0.8912128226521381,0.8352227687931488,0.9119582004404321,0.8648635612380714,0.9057477386675593,0.8977355568790768,0.8335736045133956,0.9128443620911527,0.8411375423451575,0.8879358502732706,0.8852179491111534,0.8270675227406066,0.8336048697037581,0.8786694399901942,0.9406105772480817,0.8778371732068396,0.8476179865913901,0.8619079853287307,0.8538599460845945,0.9103653114955953
Fourier,1.0588413028076278,0.8940356507740504,0.9080366849080574,0.9091175728545615,0.9639616198164355,1.0372625883471853,0.949282397789118,0.8635620413296576,1.1222112670012123,1.0102383505471288,0.8986939744080111,1.0522619081682805,0.9953214308524256,0.9584965587995563,0.9797696703594828,0.8538443573598288,1.0588115074552917,0.9439466784960174,0.7875777120353744,1.0195743471158114,0.8497051344650514,0.9621387687462827,0.9608904026055591,1.1803040374983431,0.8510115826894791,0.9610343444082788,1.0974455097630713,0.8661987285017395,1.0458003203566948,0.9102891824722898,0.9414783878472036,1.0146767853405216
Optimal,0.8530647936905604,0.6273161258014225,0.7093562785371366,0.7321044665462265,0.6935483753544812,0.8816806980676488,0.8608276291381941,0.7974028435409788,0.7380493910354767,0.8385201845612307,0.7762556677430206,0.8164469784779878,0.8053293570106161,0.7772477152934149,0.827340216945025,0.7461955198735378,0.6756469821805848,0.7952770597990279,0.7125796304719023,0.9064197061998899,0.7802833512130177,0.8511161604384281,0.7951994088280836,0.8737911138099352,0.6465704748082374,0.7797048663857791,0.8951843523652586,0.7367223601266212,0.8616705359549097,0.8088982616406953,0.6965517904331926,0.7448742025454663
