,avgpool-armcl-opencl::,avgpool-armcl-opencl-uint8::,avgpool-caffe-cpu::,avgpool-caffe-opencl::,avgpool-tensorflow-cpu::,avgpool-tensorflow-cpu-uint8::,cbench-automotive-bitcount:number-0001:,cbench-automotive-qsort1:cdataset-qsort-0001:,cbench-automotive-susan:image-pgm-0001:corners,cbench-automotive-susan:image-pgm-0001:edges,cbench-automotive-susan:image-pgm-0001:smoothing,cbench-bzip2::encode,cbench-bzip2::decode,cbench-consumer-jpeg-c:image-ppm-0001:,cbench-consumer-jpeg-d:image-jpeg-0001:,cbench-consumer-lame::,cbench-consumer-mad::,cbench-consumer-tiff2bw:image-tiff-0001:,cbench-consumer-tiff2dither:image-tiff-0001-bw:,cbench-consumer-tiff2median::,cbench-consumer-tiff2rgba:image-tiff-0001:,cbench-network-dijkstra:cdataset-dijkstra-0001:,cbench-network-patricia:cdataset-patricia-0001:,cbench-office-stringsearch2::,cbench-security-blowfish::,cbench-security-pgp::,cbench-security-rijndael::,cbench-security-sha::,cbench-telecom-adpcm-c:pcm-0001:,cbench-telecom-adpcm-d:adpcm-0001:,cbench-telecom-crc32:pcm-0001:,cbench-telecom-gsm:au-0001:
Fourier,0.5592155773729532,0.49948167819188694,0.43375977611555583,0.36877985278964254,0.40687115198754775,0.6155139112500245,0.41357523108461025,0.4352114946940455,0.4266941536942792,0.5464151517908644,0.4636227957428056,0.5439363155903978,0.4299000370896974,0.4706621226759543,0.4955664088827987,0.3252922601200401,0.5557600589221544,0.4549167423761855,0.5330290338851011,0.43092762423128994,0.3367697714132356,0.42248359319016227,0.5163282828502018,0.4885445044680957,0.3808430083930906,0.4837015852148989,0.3993408320805901,0.425404865394289,0.426616967262863,0.35619081492713345,0.34866848480783486,0.4291672250998445
