cbench-consumer-jpeg-c:image-ppm-0001:,cbench-consumer-jpeg-c:image-ppm-0002:,cbench-consumer-jpeg-c:image-ppm-0003:,cbench-consumer-jpeg-c:image-ppm-0004:,cbench-consumer-jpeg-c:image-ppm-0005:,cbench-consumer-jpeg-d:image-jpeg-0001:,cbench-consumer-jpeg-d:image-jpeg-0002:,cbench-consumer-jpeg-d:image-jpeg-0003:,cbench-consumer-jpeg-d:image-jpeg-0004:,cbench-consumer-jpeg-d:image-jpeg-0005:,cbench-consumer-tiff2bw:image-tiff-0001:,cbench-consumer-tiff2bw:image-tiff-0002:,cbench-consumer-tiff2bw:image-tiff-0003:,cbench-consumer-tiff2bw:image-tiff-0004:,cbench-consumer-tiff2bw:image-tiff-0005:,cbench-consumer-tiff2dither:image-tiff-0001-bw:,cbench-consumer-tiff2dither:image-tiff-0002-bw:,cbench-consumer-tiff2dither:image-tiff-0003-bw:,cbench-consumer-tiff2dither:image-tiff-0004-bw:,cbench-consumer-tiff2dither:image-tiff-0005-bw:,cbench-consumer-tiff2rgba:image-tiff-0001:,cbench-consumer-tiff2rgba:image-tiff-0002:,cbench-consumer-tiff2rgba:image-tiff-0003:,cbench-consumer-tiff2rgba:image-tiff-0004:,cbench-consumer-tiff2rgba:image-tiff-0005:
0.013714725,0.015973696356275303,0.5439261428571428,0.04634093,0.009780438423645321,0.008632647798742137,0.009391312977099237,0.20469585,0.02103831979695431,0.006800985049833887,0.008447296222664016,0.009845306976744187,0.200506,0.022053846153846153,0.007011278,0.008380598148148148,0.009771823008849559,0.2585602,0.022669704545454545,0.006840685,0.0091935,0.011400278931750742,0.3651778,0.02883468,0.008037976744186047
0.013713732142857142,0.015193121457489878,0.5340714285714286,0.04623773,0.009232408866995074,0.008430085953878405,0.00976637913486005,0.21664794999999998,0.021232817258883246,0.006533197674418604,0.008875914512922464,0.00999747441860465,0.20566334999999997,0.02194942857142857,0.006278584,0.008946987037037037,0.00986566592920354,0.2447,0.022228914772727273,0.006890689,0.009423161691542288,0.011552709198813058,0.3602338,0.026960380000000003,0.008095490486257928
0.013745303571428572,0.015512461538461537,0.5362595714285715,0.04613675,0.009818766009852218,0.008407238993710691,0.00976875572519084,0.20356065,0.020324974619289338,0.006240024916943522,0.00929137773359841,0.010165302325581396,0.20035664999999997,0.022172835164835165,0.0066625880000000005,0.00911726851851852,0.01047238053097345,0.249152,0.0223186875,0.0067292490000000005,0.009611995024875622,0.011559922848664689,0.3685372,0.027768980000000002,0.008542577167019026
0.013517875,0.015630955465587043,0.5273797142857143,0.04656283,0.00950600985221675,0.008592702306079664,0.01042308651399491,0.20969465,0.02057462436548223,0.006415935215946844,0.008170878727634194,0.009121932558139536,0.199545,0.021956565934065933,0.006876163,0.008399668518518519,0.009221223451327434,0.255969,0.022138994318181816,0.006341852,0.009993552238805969,0.01230993175074184,0.3654032,0.0288911,0.0078078964059196615
0.01456740357142857,0.01643976923076923,0.5381998571428571,0.046877440000000006,0.010146133004926108,0.007246406708595388,0.009017071246819339,0.2105997,0.02122705076142132,0.006166019933554817,0.008716600397614314,0.00997973488372093,0.21195694999999998,0.021067104395604396,0.006608056,0.0088103,0.009829568584070797,0.2522763333333333,0.021512869318181818,0.0066980139999999995,0.008775134328358209,0.01067053412462908,0.3609002,0.028685350000000002,0.008053389006342495
0.012626775,0.014755894736842105,0.5481542857142857,0.04657659,0.008901692118226601,0.00826084067085954,0.009528068702290076,0.21805475,0.019804030456852792,0.006688217607973422,0.008519153081510935,0.009591067441860465,0.21135074999999998,0.021602917582417582,0.007088775,0.00911692037037037,0.010452442477876106,0.255135,0.022556142045454544,0.006777271,0.009445942786069651,0.011193510385756677,0.3728589,0.028324,0.007992919661733615
0.013470053571428572,0.015801226720647772,0.5285195714285714,0.045439740000000006,0.009432435960591132,0.008099970649895177,0.009714666666666667,0.21732635,0.020002989847715737,0.0062738388704318936,0.009013159045725645,0.010026986046511628,0.20601474999999997,0.021968571428571428,0.006638208,0.008504248148148147,0.009939183628318585,0.24979413333333333,0.02176278409090909,0.006547734,0.009374728855721394,0.011140421364985163,0.37941769999999997,0.02838877,0.008404403805496828
0.013607067857142857,0.015253465587044534,0.5320682857142857,0.046124210000000006,0.0097572881773399,0.008478555555555555,0.010234483460559798,0.20215329999999998,0.020757355329949236,0.006780107973421927,0.008946701789264414,0.009895474418604652,0.2018141,0.022067296703296702,0.0068632450000000005,0.008697400000000001,0.009643880530973451,0.24005713333333334,0.022864585227272728,0.006884221,0.009507636815920399,0.011639833827893175,0.3671437,0.030349360000000002,0.00797144820295983
0.01395255,0.015630655870445345,0.5337877142857143,0.0469473,0.010221603448275862,0.00820216352201258,0.00938174300254453,0.20669949999999998,0.019744664974619287,0.006483536544850499,0.008243166998011928,0.00956350465116279,0.1988421,0.02208190659340659,0.006757331,0.008556575925925927,0.009939170353982302,0.2548352,0.02165490909090909,0.00652891,0.009514975124378109,0.011402317507418398,0.36397409999999997,0.02775344,0.00807123890063425
0.013490207142857142,0.015681886639676113,0.5409218571428571,0.04519266,0.009639502463054188,0.007833062893081761,0.009766239185750637,0.2101888,0.020270197969543147,0.006242887043189369,0.00911492842942346,0.010046172093023257,0.20356749999999998,0.020805708791208792,0.007002841,0.009163614814814815,0.010150805309734513,0.25945033333333334,0.02102725,0.0069437579999999995,0.009408256218905472,0.011072415430267062,0.3675019,0.02876926,0.007557281183932347
