,avgpool-armcl-opencl::,avgpool-armcl-opencl-uint8::,avgpool-caffe-cpu::,avgpool-caffe-opencl::,avgpool-tensorflow-cpu::,avgpool-tensorflow-cpu-uint8::,cbench-automotive-bitcount:number-0001:,cbench-automotive-qsort1:cdataset-qsort-0001:,cbench-automotive-susan:image-pgm-0001:corners,cbench-automotive-susan:image-pgm-0001:edges,cbench-automotive-susan:image-pgm-0001:smoothing,cbench-bzip2::encode,cbench-bzip2::decode,cbench-consumer-jpeg-c:image-ppm-0001:,cbench-consumer-jpeg-d:image-jpeg-0001:,cbench-consumer-lame::,cbench-consumer-mad::,cbench-consumer-tiff2bw:image-tiff-0001:,cbench-consumer-tiff2dither:image-tiff-0001-bw:,cbench-consumer-tiff2median::,cbench-consumer-tiff2rgba:image-tiff-0001:,cbench-network-dijkstra:cdataset-dijkstra-0001:,cbench-network-patricia:cdataset-patricia-0001:,cbench-office-stringsearch2::,cbench-security-blowfish::,cbench-security-pgp::,cbench-security-rijndael::,cbench-security-sha::,cbench-telecom-adpcm-c:pcm-0001:,cbench-telecom-adpcm-d:adpcm-0001:,cbench-telecom-crc32:pcm-0001:,cbench-telecom-gsm:au-0001:
Default,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Train,1.0329499818383916,0.884774584243368,0.9611037024491403,0.9561370732427883,0.9604484046434519,1.009196221663668,1.0139895143059268,1.0006513315780745,0.9688843793253624,0.9792722404336766,0.9371080395272833,1.0308574746446528,0.9820564168964364,0.9398621093848916,0.9191662383229172,0.9317956132288282,1.023325382437719,0.9891145803637102,0.9427015956855531,0.9364998559673644,0.9673815376421485,1.0116528707988985,0.9872722936615939,0.9766675874730514,0.9057695920494035,0.9545895989754825,0.9690148803000471,0.9223292335130137,1.0163862071385554,0.9164752633769275,0.9732431811763453,0.9712093749003261
Fourier,1.0311552989404447,0.8922754647723077,0.9951719359961083,0.907039173241446,0.9601000868188311,1.0047130855626034,1.0310978283901089,0.93784770316226,0.8468630866252362,1.0092691697094793,0.9696653964702002,1.0074071407021814,0.9633680718866543,0.9600401637385149,0.9351490810917447,0.8708247588718854,1.026528709422529,0.9790805805554063,0.849863265738707,0.9344668118977956,0.9209190449853166,0.9672254790706994,0.9616702006627678,0.9647686276698734,0.8647238640001855,0.8624199565729184,0.9520930439460636,0.9525634555304258,1.0324900186810886,0.9890960925502167,1.0259023392017248,0.9262794910217453
Optimal,0.9367436351836026,0.6862610610857955,0.8011247151621642,0.7788173970992882,0.7566373256865173,0.8697095072866077,0.8048734044248715,0.8224864257918073,0.7483424646431729,0.7957890266536708,0.7605250120190014,0.8822922875803,0.8260884425682024,0.8141385824185986,0.7593036330299959,0.8043940982765069,0.89469440988566,0.7814215781472401,0.7657781927893871,0.816345785888817,0.8629123056665877,0.9224426076554981,0.8593191905640997,0.761057530055367,0.5971641558266836,0.8030689272438905,0.8709224240312918,0.7691703910823444,0.8249453559345735,0.7655762739607123,0.76791555591939,0.7721405760787439
