,avgpool-armcl-opencl::,avgpool-armcl-opencl-uint8::,avgpool-caffe-cpu::,avgpool-caffe-opencl::,avgpool-tensorflow-cpu::,avgpool-tensorflow-cpu-uint8::,cbench-automotive-bitcount:number-0001:,cbench-automotive-qsort1:cdataset-qsort-0001:,cbench-automotive-susan:image-pgm-0001:corners,cbench-automotive-susan:image-pgm-0001:edges,cbench-automotive-susan:image-pgm-0001:smoothing,cbench-bzip2::encode,cbench-bzip2::decode,cbench-consumer-jpeg-c:image-ppm-0001:,cbench-consumer-jpeg-d:image-jpeg-0001:,cbench-consumer-lame::,cbench-consumer-mad::,cbench-consumer-tiff2bw:image-tiff-0001:,cbench-consumer-tiff2dither:image-tiff-0001-bw:,cbench-consumer-tiff2median::,cbench-consumer-tiff2rgba:image-tiff-0001:,cbench-network-dijkstra:cdataset-dijkstra-0001:,cbench-network-patricia:cdataset-patricia-0001:,cbench-office-stringsearch2::,cbench-security-blowfish::,cbench-security-pgp::,cbench-security-rijndael::,cbench-security-sha::,cbench-telecom-adpcm-c:pcm-0001:,cbench-telecom-adpcm-d:adpcm-0001:,cbench-telecom-crc32:pcm-0001:,cbench-telecom-gsm:au-0001:
Default,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Train,1.015235273449013,0.9569699851362579,1.0167051469705926,0.997071702155625,1.0007213344244277,1.0277490997030698,0.9719532213558183,0.9714090950840992,0.9906962697580219,0.9503193150391255,0.972190029915504,1.0002589525274501,0.9939367147781349,0.975064135951254,0.9974375400380877,1.0159353653387106,0.9201785300933047,0.9653046537419661,0.9525196689482609,1.0063408219751675,0.9594663424978689,0.9802712546702731,0.9288816497039192,1.005699027940781,0.9429801001362396,0.9437567553762086,0.9888069126003423,1.0007413698645622,1.0183296565880728,0.9945064319825664,0.9257523528508182,0.978815450982849
Fourier,1.033139247393554,0.9196813730558518,1.010070763182226,0.9823746355879133,1.0245102170811586,1.0168593017356709,0.9645683242075113,0.9572506419145209,0.9802806681847858,0.9322880924599302,0.9126293553274598,1.0576531507796616,1.0008296487875514,0.9377177585480995,0.9860357610612871,0.9841520230562595,0.98729562494156,0.9342318254164474,0.9611201995439907,0.9474987552412923,0.9800673337533041,0.9073326123639314,1.0101820308515237,0.9830675992637855,0.9120329103773389,0.9284623180840738,0.9901036009508983,0.9627664050653102,1.0970488388696704,0.9446764761595432,0.8640301427954051,0.9227435043459797
Optimal,0.9256162286448577,0.8351113846821538,0.9225205530583499,0.9374858515495854,0.9419088412103714,0.9165682955999932,0.9287711356528368,0.8962243525630663,0.9468430462009622,0.81432518581366,0.8824465967067501,0.8777449708633861,0.9302848785528574,0.8340043192680971,0.8814750739794902,0.926105731512213,0.8715103953431614,0.7980802152768273,0.9077446093921262,0.9226214072814838,0.9103266144552434,0.8757568679742495,0.8238672891299469,0.9178858269482062,0.8452084007262681,0.8690497715907353,0.9262017242478098,0.9058789545160132,0.9406099442744592,0.9167188080361147,0.8204273357228851,0.8777335885466138
