,cbench-automotive-bitcount:number-0001:,cbench-automotive-qsort1:cdataset-qsort-0001:,cbench-automotive-qsort1:cdataset-qsort-0005:,cbench-automotive-qsort1:cdataset-qsort-0009:,cbench-automotive-qsort1:cdataset-qsort-0013:,cbench-automotive-qsort1:cdataset-qsort-0017:,cbench-automotive-qsort1:cdataset-qsort-0020:,cbench-automotive-susan:image-pgm-0001:corners,cbench-automotive-susan:image-pgm-0005:corners,cbench-automotive-susan:image-pgm-0009:corners,cbench-automotive-susan:image-pgm-0013:corners,cbench-automotive-susan:image-pgm-0017:corners,cbench-automotive-susan:image-pgm-0020:corners,cbench-automotive-susan:image-pgm-0001:edges,cbench-automotive-susan:image-pgm-0005:edges,cbench-automotive-susan:image-pgm-0009:edges,cbench-automotive-susan:image-pgm-0013:edges,cbench-automotive-susan:image-pgm-0017:edges,cbench-automotive-susan:image-pgm-0020:edges,cbench-automotive-susan:image-pgm-0001:smoothing,cbench-automotive-susan:image-pgm-0005:smoothing,cbench-automotive-susan:image-pgm-0009:smoothing,cbench-automotive-susan:image-pgm-0013:smoothing,cbench-automotive-susan:image-pgm-0017:smoothing,cbench-automotive-susan:image-pgm-0020:smoothing,cbench-network-dijkstra:cdataset-dijkstra-0001:,cbench-network-dijkstra:cdataset-dijkstra-0005:,cbench-network-dijkstra:cdataset-dijkstra-0009:,cbench-network-dijkstra:cdataset-dijkstra-0013:,cbench-network-patricia:cdataset-patricia-0001:,cbench-network-patricia:cdataset-patricia-0005:,cbench-network-patricia:cdataset-patricia-0009:,cbench-network-patricia:cdataset-patricia-0013:,cbench-network-patricia:cdataset-patricia-0017:,cbench-network-patricia:cdataset-patricia-0020:,cbench-telecom-adpcm-c:pcm-0001:,cbench-telecom-adpcm-c:pcm-0005:,cbench-telecom-adpcm-c:pcm-0009:,cbench-telecom-adpcm-c:pcm-0013:,cbench-telecom-adpcm-c:pcm-0017:,cbench-telecom-adpcm-c:pcm-0020:,cbench-telecom-adpcm-d:adpcm-0001:,cbench-telecom-adpcm-d:adpcm-0005:,cbench-telecom-adpcm-d:adpcm-0009:,cbench-telecom-adpcm-d:adpcm-0013:,cbench-telecom-adpcm-d:adpcm-0017:,cbench-telecom-adpcm-d:adpcm-0020:,cbench-telecom-crc32:pcm-0001:,cbench-telecom-crc32:pcm-0005:,cbench-telecom-crc32:pcm-0009:,cbench-telecom-crc32:pcm-0013:,cbench-telecom-crc32:pcm-0017:,cbench-telecom-crc32:pcm-0020:,cbench-telecom-gsm:au-0001:,cbench-telecom-gsm:au-0005:,cbench-telecom-gsm:au-0009:,cbench-telecom-gsm:au-0013:,cbench-telecom-gsm:au-0017:,cbench-telecom-gsm:au-0020:
Default,0.07036831355932203,0.019635017156862743,0.012370487421383648,0.01767697797356828,0.014866472527472526,0.014130019927536232,0.0223195395480226,0.007687510891089109,0.015389426470588236,0.0307128,0.002015883005547151,0.00644315793918919,0.009727493781094528,0.016863660337552742,0.03065117,0.09846994444444443,0.00900641418764302,0.01926723786407767,0.028196606382978724,0.08462305319148936,0.22462520588235294,0.43413885,0.016342522540983607,0.07213879090909091,0.11926940909090909,8.107125985426291e-07,0.01210897112462006,0.1292382,0.5648367142857142,6.724080538482094e-05,0.00030824825,0.0014000928874734605,0.006755450946643718,0.03396096,0.11719148387096774,0.0006547981212920238,0.005932908071748879,0.0007454810426540284,0.0048155285,0.004940973350253806,0.0076932836257309935,0.00044886165,0.0035930815,0.0005138801466803911,0.0033266965000000003,0.00334278,0.005134614434330299,0.0010660054579339725,0.008489325159914712,0.0012192797235023043,0.007855963438735177,0.007894605158730158,0.012117206686930091,0.011517930635838149,0.09281437209302326,0.01317930819672131,0.08061073469387756,0.08691272826086957,0.12792604838709676
ActiveFourier,0.05532727118644068,0.01896652450980392,0.011876872641509434,0.017041306167400884,0.0142277673992674,0.013734257246376811,0.021448285310734463,0.0077040732673267324,0.015258498161764705,0.030533575,0.0019938958648512356,0.0064150726351351346,0.00965872512437811,0.015967263713080167,0.029090445,0.09319374444444443,0.008387723112128147,0.018117305825242718,0.026621361702127658,0.07794097872340425,0.2068384411764706,0.40287700000000004,0.0149847868852459,0.06664486363636363,0.11142075757575756,8.098019433223185e-07,0.011937548632218846,0.1277409,0.5596107142857143,6.597634119454837e-05,0.0002984657,0.0013694184359518756,0.0066156419965576595,0.03354261,0.11463348387096775,0.0006431896011865524,0.005205502989536622,0.0007335229383886256,0.004707261000000001,0.004802261421319797,0.00724521052631579,0.00044203115,0.0035389469999999998,0.0005060277920741123,0.003278198,0.0032876320000000004,0.005056735370611184,0.0006146987486687966,0.004873918976545842,0.0007029869431643625,0.0045064752964426875,0.004537723214285715,0.006962828267477204,0.009382307803468208,0.07543310465116279,0.010609554098360657,0.06683475510204082,0.06999365217391304,0.10589882258064516
