Acquisition function: SDP-l1
Number of variables: 20
Budget: 500
Initial model with 100: 32.73485278338194 s
Iteration 1: 41.002402348443866 s
Iteration 2: 41.40833677724004 s
Iteration 3: 41.95694055873901 s
Iteration 4: 42.49835277721286 s
Iteration 5: 42.63983509037644 s
Iteration 6: 43.04689269978553 s
Iteration 7: 43.37174747232348 s
Iteration 8: 43.97654685378075 s
Iteration 9: 44.618211928755045 s
Iteration 10: 44.840288932435215 s
Iteration 11: 44.307611372321844 s
Iteration 12: 45.00521440245211 s
Iteration 13: 45.228761666454375 s
Iteration 14: 45.621909470297396 s
Iteration 15: 46.08387726359069 s
Iteration 16: 46.26412100531161 s
Iteration 17: 46.49912027642131 s
Iteration 18: 46.607288773171604 s
Iteration 19: 47.69728378299624 s
Iteration 20: 47.66504823509604 s
Iteration 21: 48.013150316663086 s
Iteration 22: 48.08870130497962 s
Iteration 23: 48.744231392629445 s
Iteration 24: 49.17288045398891 s
Iteration 25: 49.038630386814475 s
Iteration 26: 49.31722450256348 s
Iteration 27: 50.030768770724535 s
Iteration 28: 50.298692997545004 s
Iteration 29: 50.5453776512295 s
Iteration 30: 50.623213537968695 s
Iteration 31: 50.97414420731366 s
Iteration 32: 51.1723723243922 s
Iteration 33: 52.154101562686265 s
Iteration 34: 52.26007450930774 s
Iteration 35: 52.20643434673548 s
Iteration 36: 52.602977816946805 s
Iteration 37: 53.60072052013129 s
Iteration 38: 53.79759166482836 s
Iteration 39: 54.4153091898188 s
Iteration 40: 54.3088153610006 s
Iteration 41: 54.57578222639859 s
Iteration 42: 54.57515546120703 s
Iteration 43: 55.154504091478884 s
Iteration 44: 55.177975598722696 s
Iteration 45: 56.12943718954921 s
Iteration 46: 56.31035322789103 s
Iteration 47: 56.02159557398409 s
Iteration 48: 56.9672653414309 s
Iteration 49: 57.01312491297722 s
Iteration 50: 58.10460204165429 s
Iteration 51: 58.22675378806889 s
Iteration 52: 58.50054830405861 s
Iteration 53: 58.38119210489094 s
Iteration 54: 58.47613891400397 s
Iteration 55: 58.9701586458832 s
Iteration 56: 59.189906862564385 s
Iteration 57: 59.68419245444238 s
Iteration 58: 60.006156511604786 s
Iteration 59: 60.407852876000106 s
