Acquisition function: SDP-l1
Number of variables: 20
Budget: 500
Initial model with 100: 32.76657055597752 s
Iteration 1: 40.37673549260944 s
Iteration 2: 40.59824313316494 s
Iteration 3: 41.49123128596693 s
Iteration 4: 41.53508332464844 s
Iteration 5: 41.60108807682991 s
Iteration 6: 42.06171728670597 s
Iteration 7: 42.2934962566942 s
Iteration 8: 42.951001898385584 s
Iteration 9: 42.80800576321781 s
Iteration 10: 43.140616439282894 s
Iteration 11: 44.201536040753126 s
Iteration 12: 43.90759815927595 s
Iteration 13: 44.3182587036863 s
Iteration 14: 44.784000157378614 s
Iteration 15: 45.00588017888367 s
Iteration 16: 45.74117002263665 s
Iteration 17: 45.52074489090592 s
Iteration 18: 45.74223010800779 s
Iteration 19: 46.48505097720772 s
Iteration 20: 46.759165725670755 s
Iteration 21: 46.954157046973705 s
Iteration 22: 47.560154773294926 s
Iteration 23: 47.40283478051424 s
Iteration 24: 48.11334328074008 s
Iteration 25: 48.38035836722702 s
Iteration 26: 48.865532563999295 s
Iteration 27: 48.98235791828483 s
Iteration 28: 49.28552358131856 s
Iteration 29: 49.59681729320437 s
Iteration 30: 49.91094109416008 s
Iteration 31: 50.146346271038055 s
Iteration 32: 50.80114397406578 s
Iteration 33: 51.0131147056818 s
Iteration 34: 51.513948544859886 s
Iteration 35: 51.40346858557314 s
Iteration 36: 51.67037504632026 s
Iteration 37: 52.35302162822336 s
Iteration 38: 52.09105979371816 s
Iteration 39: 53.46547033358365 s
Iteration 40: 53.25302686821669 s
Iteration 41: 54.048381698317826 s
Iteration 42: 53.99547196086496 s
Iteration 43: 54.27370691113174 s
Iteration 44: 55.265619944781065 s
Iteration 45: 56.25970594026148 s
Iteration 46: 54.997795584611595 s
Iteration 47: 55.59886843524873 s
Iteration 48: 56.478676290251315 s
Iteration 49: 55.97909610904753 s
Iteration 50: 56.50452109333128 s
Iteration 51: 57.0544644203037 s
Iteration 52: 57.12072896678001 s
Iteration 53: 57.67289299890399 s
Iteration 54: 57.60507755447179 s
Iteration 55: 57.90088615939021 s
Iteration 56: 58.43548664730042 s
Iteration 57: 59.28038976434618 s
Iteration 58: 59.22539126127958 s
Iteration 59: 59.62878998275846 s
