Acquisition function: SDP-l1
Number of variables: 20
Budget: 500
Initial model with 100: 32.88296509347856 s
Iteration 1: 39.609742760658264 s
Iteration 2: 39.8594432938844 s
Iteration 3: 40.40685043670237 s
Iteration 4: 40.70829892717302 s
Iteration 5: 41.11360186524689 s
Iteration 6: 41.259091592393816 s
Iteration 7: 41.54417322669178 s
Iteration 8: 41.60153793543577 s
Iteration 9: 42.191593621857464 s
Iteration 10: 42.540097553282976 s
Iteration 11: 42.90180541574955 s
Iteration 12: 43.16953664366156 s
Iteration 13: 43.86655614338815 s
Iteration 14: 43.7586130509153 s
Iteration 15: 44.328080989420414 s
Iteration 16: 44.58529386576265 s
Iteration 17: 44.97665698733181 s
Iteration 18: 45.00456876028329 s
Iteration 19: 46.19316902384162 s
Iteration 20: 45.62019614223391 s
Iteration 21: 45.949648971669376 s
Iteration 22: 46.63204053603113 s
Iteration 23: 46.703122711740434 s
Iteration 24: 47.24045242834836 s
Iteration 25: 47.3598921969533 s
Iteration 26: 47.554479531012475 s
Iteration 27: 47.94379596132785 s
Iteration 28: 48.4879296105355 s
Iteration 29: 48.84267322998494 s
Iteration 30: 50.00554559472948 s
Iteration 31: 49.40295042656362 s
Iteration 32: 49.51653920020908 s
Iteration 33: 50.21933854557574 s
Iteration 34: 50.190655139274895 s
Iteration 35: 50.9378474438563 s
Iteration 36: 51.07406300958246 s
Iteration 37: 51.848811173811555 s
Iteration 38: 51.794799524359405 s
Iteration 39: 51.995712861418724 s
Iteration 40: 52.5240211552009 s
Iteration 41: 52.55019150301814 s
Iteration 42: 52.88360478077084 s
Iteration 43: 53.36714943405241 s
Iteration 44: 53.71722742076963 s
Iteration 45: 54.40358397271484 s
Iteration 46: 54.06156058330089 s
Iteration 47: 54.55117614008486 s
Iteration 48: 54.78203357197344 s
Iteration 49: 55.40193991642445 s
Iteration 50: 55.96290936693549 s
Iteration 51: 55.991493098437786 s
Iteration 52: 56.30923199094832 s
Iteration 53: 56.88767290581018 s
Iteration 54: 56.87067662645131 s
Iteration 55: 57.40235596243292 s
Iteration 56: 57.43814523238689 s
Iteration 57: 58.02241302561015 s
Iteration 58: 58.10551733709872 s
Iteration 59: 59.516225872561336 s
