Acquisition function: SDP-l1
Number of variables: 20
Budget: 500
Initial model with 100: 32.67336880788207 s
Iteration 1: 40.383257932029665 s
Iteration 2: 40.51982490718365 s
Iteration 3: 40.86142019648105 s
Iteration 4: 41.30046303290874 s
Iteration 5: 41.66982508730143 s
Iteration 6: 41.73838277440518 s
Iteration 7: 42.05075653735548 s
Iteration 8: 42.27507153712213 s
Iteration 9: 42.988290993496776 s
Iteration 10: 43.49735434073955 s
Iteration 11: 43.70653780922294 s
Iteration 12: 43.899286796338856 s
Iteration 13: 44.16487337369472 s
Iteration 14: 44.65049316175282 s
Iteration 15: 45.06784723699093 s
Iteration 16: 45.660602807067335 s
Iteration 17: 45.79044281691313 s
Iteration 18: 45.681160567328334 s
Iteration 19: 46.19251725170761 s
Iteration 20: 46.29557015094906 s
Iteration 21: 47.27440120559186 s
Iteration 22: 47.56741291470826 s
Iteration 23: 47.68885718099773 s
Iteration 24: 47.765435389243066 s
Iteration 25: 48.676384460181 s
Iteration 26: 48.743955206125975 s
Iteration 27: 49.151812203228474 s
Iteration 28: 48.933801339007914 s
Iteration 29: 49.68609542120248 s
Iteration 30: 50.12849875353277 s
Iteration 31: 49.958515629172325 s
Iteration 32: 50.84968458954245 s
Iteration 33: 50.866691696457565 s
Iteration 34: 51.136419233866036 s
Iteration 35: 52.225336322560906 s
Iteration 36: 51.60848190449178 s
Iteration 37: 52.10899868234992 s
Iteration 38: 53.13339309580624 s
Iteration 39: 53.16237377747893 s
Iteration 40: 53.85037196613848 s
Iteration 41: 53.39904937706888 s
Iteration 42: 53.978942612186074 s
Iteration 43: 54.18854564521462 s
Iteration 44: 54.56507263798267 s
Iteration 45: 55.23883350379765 s
Iteration 46: 54.85888063907623 s
Iteration 47: 55.34383256547153 s
Iteration 48: 55.85320751834661 s
Iteration 49: 56.10195529460907 s
Iteration 50: 56.52650524675846 s
Iteration 51: 57.27043851558119 s
Iteration 52: 57.37362568080425 s
Iteration 53: 57.51904853526503 s
Iteration 54: 57.85538563225418 s
Iteration 55: 58.79993542097509 s
Iteration 56: 58.469466308131814 s
Iteration 57: 58.57996715139598 s
Iteration 58: 58.90638686995953 s
Iteration 59: 59.560660149902105 s
