Acquisition function: SDP-l1
Number of variables: 20
Budget: 500
Initial model with 100: 32.52888755965978 s
Iteration 1: 41.651650819927454 s
Iteration 2: 40.7312917066738 s
Iteration 3: 40.96315727382898 s
Iteration 4: 42.176559042185545 s
Iteration 5: 42.58402206655592 s
Iteration 6: 41.95945282652974 s
Iteration 7: 42.3684923062101 s
Iteration 8: 42.85320631880313 s
Iteration 9: 43.295360658317804 s
Iteration 10: 44.28784474916756 s
Iteration 11: 44.00867651309818 s
Iteration 12: 44.114973357878625 s
Iteration 13: 44.7187741138041 s
Iteration 14: 44.74296314548701 s
Iteration 15: 45.079762139357626 s
Iteration 16: 45.02691326942295 s
Iteration 17: 45.67177761532366 s
Iteration 18: 45.69586169254035 s
Iteration 19: 46.80281650274992 s
Iteration 20: 46.410953963175416 s
Iteration 21: 47.633194358088076 s
Iteration 22: 48.41981490701437 s
Iteration 23: 47.80392749607563 s
Iteration 24: 47.71029954217374 s
Iteration 25: 48.82378213014454 s
Iteration 26: 48.784460416063666 s
Iteration 27: 49.587128015235066 s
Iteration 28: 49.57331174518913 s
Iteration 29: 50.02539020963013 s
Iteration 30: 51.3486134679988 s
Iteration 31: 50.95027988962829 s
Iteration 32: 51.35089735407382 s
Iteration 33: 52.33545305766165 s
Iteration 34: 51.389578154310584 s
Iteration 35: 51.64740162435919 s
Iteration 36: 52.029432577081025 s
Iteration 37: 52.37066379748285 s
Iteration 38: 52.54835973493755 s
Iteration 39: 53.18521186988801 s
Iteration 40: 53.668642388656735 s
Iteration 41: 53.49498367868364 s
Iteration 42: 54.268566437996924 s
Iteration 43: 54.592827568762004 s
Iteration 44: 55.01266006566584 s
Iteration 45: 54.923529331572354 s
Iteration 46: 55.29771906044334 s
Iteration 47: 55.61184844747186 s
Iteration 48: 55.8216270795092 s
Iteration 49: 56.59278106223792 s
Iteration 50: 57.273023002780974 s
Iteration 51: 57.035881193354726 s
Iteration 52: 57.25281588174403 s
Iteration 53: 57.520964873954654 s
Iteration 54: 58.407164849340916 s
Iteration 55: 58.659319697879255 s
Iteration 56: 58.634988287463784 s
Iteration 57: 59.22256804164499 s
Iteration 58: 59.435338414274156 s
Iteration 59: 60.076265612617135 s
