Acquisition function: SDP-l1
Number of variables: 20
Budget: 500
Initial model with 100: 32.498171855695546 s
Iteration 1: 40.36684696376324 s
Iteration 2: 40.761334544979036 s
Iteration 3: 40.7426739577204 s
Iteration 4: 40.96711598709226 s
Iteration 5: 41.46092699188739 s
Iteration 6: 41.869076394476 s
Iteration 7: 42.02643774263561 s
Iteration 8: 42.35008462239057 s
Iteration 9: 42.7792281229049 s
Iteration 10: 43.117694024927914 s
Iteration 11: 43.89488935377449 s
Iteration 12: 43.67472590319812 s
Iteration 13: 44.30906095542014 s
Iteration 14: 44.22499660309404 s
Iteration 15: 44.96672006044537 s
Iteration 16: 45.144223891198635 s
Iteration 17: 45.509535539895296 s
Iteration 18: 46.06016091350466 s
Iteration 19: 46.26285115815699 s
Iteration 20: 46.547467617318034 s
Iteration 21: 46.80820071324706 s
Iteration 22: 47.201069202274084 s
Iteration 23: 47.38557811640203 s
Iteration 24: 47.60123217198998 s
Iteration 25: 48.377754306420684 s
Iteration 26: 48.98934544622898 s
Iteration 27: 48.88521233107895 s
Iteration 28: 49.209069199860096 s
Iteration 29: 50.18764816503972 s
Iteration 30: 49.881950130686164 s
Iteration 31: 50.90896565001458 s
Iteration 32: 50.90752472542226 s
Iteration 33: 51.03497360274196 s
Iteration 34: 51.01404227502644 s
Iteration 35: 52.13675294164568 s
Iteration 36: 52.56811271328479 s
Iteration 37: 51.998028063215315 s
Iteration 38: 53.031812611967325 s
Iteration 39: 53.76426611933857 s
Iteration 40: 53.08226109016687 s
Iteration 41: 53.49510250147432 s
Iteration 42: 53.80660438723862 s
Iteration 43: 54.33318454306573 s
Iteration 44: 54.71345833316445 s
Iteration 45: 54.79828036669642 s
Iteration 46: 55.19088087324053 s
Iteration 47: 55.32191450800747 s
Iteration 48: 55.64536713156849 s
Iteration 49: 56.07030635327101 s
Iteration 50: 56.37871249392629 s
Iteration 51: 56.59137455932796 s
Iteration 52: 56.78672959469259 s
Iteration 53: 57.497168521396816 s
Iteration 54: 57.947220425121486 s
Iteration 55: 57.98686076141894 s
Iteration 56: 58.398525124415755 s
Iteration 57: 58.88016264792532 s
Iteration 58: 58.9273401806131 s
Iteration 59: 59.24304732028395 s
