Acquisition function: SDP-l1
Number of variables: 20
Budget: 500
Initial model with 100: 32.54388592671603 s
Iteration 1: 41.34847753494978 s
Iteration 2: 41.704852752387524 s
Iteration 3: 41.93956301920116 s
Iteration 4: 42.39584018941969 s
Iteration 5: 42.20029769744724 s
Iteration 6: 42.9573749890551 s
Iteration 7: 43.23360145371407 s
Iteration 8: 43.640663352794945 s
Iteration 9: 43.75187384430319 s
Iteration 10: 44.50551141612232 s
Iteration 11: 44.63926902040839 s
Iteration 12: 44.837681100703776 s
Iteration 13: 45.11771007068455 s
Iteration 14: 45.65058182552457 s
Iteration 15: 45.59599244873971 s
Iteration 16: 46.24043639190495 s
Iteration 17: 46.389917025342584 s
Iteration 18: 46.960794324055314 s
Iteration 19: 46.942901980131865 s
Iteration 20: 47.37388578802347 s
Iteration 21: 47.61943581979722 s
Iteration 22: 48.0113255539909 s
Iteration 23: 48.289742610417306 s
Iteration 24: 48.58008504100144 s
Iteration 25: 49.08898064121604 s
Iteration 26: 49.57627703156322 s
Iteration 27: 49.855381175875664 s
Iteration 28: 50.021955027244985 s
Iteration 29: 50.45524991955608 s
Iteration 30: 50.55498036276549 s
Iteration 31: 50.92313097976148 s
Iteration 32: 51.18441935069859 s
Iteration 33: 51.87690897192806 s
Iteration 34: 52.218048431910574 s
Iteration 35: 52.664200524799526 s
Iteration 36: 53.10515926685184 s
Iteration 37: 53.35518473852426 s
Iteration 38: 53.48321925196797 s
Iteration 39: 53.46018279436976 s
Iteration 40: 54.0182743743062 s
Iteration 41: 54.415780139155686 s
Iteration 42: 54.99592948704958 s
Iteration 43: 55.351409148424864 s
Iteration 44: 55.41002534236759 s
Iteration 45: 55.778252330608666 s
Iteration 46: 56.206404025666416 s
Iteration 47: 56.215621715411544 s
Iteration 48: 56.751263953745365 s
Iteration 49: 56.956763858906925 s
Iteration 50: 57.575845687650144 s
Iteration 51: 57.98329388909042 s
Iteration 52: 58.08929324056953 s
Iteration 53: 58.947461880743504 s
Iteration 54: 59.621966258622706 s
Iteration 55: 58.843584028072655 s
Iteration 56: 59.558716961182654 s
Iteration 57: 59.57883793953806 s
Iteration 58: 59.98582479078323 s
Iteration 59: 60.13701030984521 s
