Acquisition function: SDP-l1
Number of variables: 20
Budget: 500
Initial model with 100: 32.7451574774459 s
Iteration 1: 41.1229805694893 s
Iteration 2: 41.48312969598919 s
Iteration 3: 41.78365225158632 s
Iteration 4: 42.10818782262504 s
Iteration 5: 42.49647632613778 s
Iteration 6: 43.0351341040805 s
Iteration 7: 42.72723735962063 s
Iteration 8: 43.528180624358356 s
Iteration 9: 44.375753650441766 s
Iteration 10: 43.96824199799448 s
Iteration 11: 44.31651752348989 s
Iteration 12: 44.30697460286319 s
Iteration 13: 44.85023884754628 s
Iteration 14: 45.34387178346515 s
Iteration 15: 45.78454591333866 s
Iteration 16: 45.88871165178716 s
Iteration 17: 46.5270872823894 s
Iteration 18: 46.33544079307467 s
Iteration 19: 47.27429059706628 s
Iteration 20: 47.12727520056069 s
Iteration 21: 47.69016848132014 s
Iteration 22: 47.888865150511265 s
Iteration 23: 48.20694380439818 s
Iteration 24: 48.393898074515164 s
Iteration 25: 48.888735335320234 s
Iteration 26: 49.31576528772712 s
Iteration 27: 49.14337954670191 s
Iteration 28: 50.36669782269746 s
Iteration 29: 50.23292028531432 s
Iteration 30: 50.6607640851289 s
Iteration 31: 51.146200328134 s
Iteration 32: 51.02584374975413 s
Iteration 33: 51.89465882163495 s
Iteration 34: 51.89830480888486 s
Iteration 35: 52.33607076946646 s
Iteration 36: 52.407960671931505 s
Iteration 37: 53.113924098201096 s
Iteration 38: 53.11616472993046 s
Iteration 39: 53.633956854231656 s
Iteration 40: 54.017948346212506 s
Iteration 41: 54.30252852011472 s
Iteration 42: 54.59884675685316 s
Iteration 43: 55.01687128935009 s
Iteration 44: 55.60560193751007 s
Iteration 45: 55.507729462347925 s
Iteration 46: 55.896610327996314 s
Iteration 47: 56.15892353467643 s
Iteration 48: 56.254938882775605 s
Iteration 49: 58.45484535396099 s
Iteration 50: 57.7807425390929 s
Iteration 51: 57.37888692878187 s
Iteration 52: 58.0171427950263 s
Iteration 53: 58.28944324422628 s
Iteration 54: 58.47629291564226 s
Iteration 55: 58.8698405418545 s
Iteration 56: 59.22431993577629 s
Iteration 57: 59.16747731156647 s
Iteration 58: 59.72833461780101 s
Iteration 59: 59.882759287022054 s
