Acquisition function: SDP-l1
Number of variables: 20
Budget: 500
Initial model with 100: 32.55214813910425 s
Iteration 1: 42.03754825424403 s
Iteration 2: 42.20105753745884 s
Iteration 3: 42.471921666525304 s
Iteration 4: 42.722472972236574 s
Iteration 5: 43.39851111918688 s
Iteration 6: 43.61286410037428 s
Iteration 7: 43.599777017720044 s
Iteration 8: 44.19544646516442 s
Iteration 9: 44.35464491136372 s
Iteration 10: 44.939203798770905 s
Iteration 11: 45.08449626527727 s
Iteration 12: 45.21988840959966 s
Iteration 13: 45.771273045800626 s
Iteration 14: 46.289925994351506 s
Iteration 15: 46.90879990812391 s
Iteration 16: 46.555056346580386 s
Iteration 17: 47.18484938330948 s
Iteration 18: 47.31283775437623 s
Iteration 19: 47.44115178938955 s
Iteration 20: 47.933098652400076 s
Iteration 21: 48.268569954670966 s
Iteration 22: 48.625890280120075 s
Iteration 23: 48.994266763329506 s
Iteration 24: 49.465915457345545 s
Iteration 25: 49.72220246307552 s
Iteration 26: 50.13000533170998 s
Iteration 27: 50.19764259364456 s
Iteration 28: 50.45189694594592 s
Iteration 29: 51.25915186852217 s
Iteration 30: 52.26230104546994 s
Iteration 31: 51.76939044427127 s
Iteration 32: 52.16118859127164 s
Iteration 33: 52.49646017514169 s
Iteration 34: 52.993411981500685 s
Iteration 35: 52.7573861265555 s
Iteration 36: 53.22239430435002 s
Iteration 37: 53.976544567383826 s
Iteration 38: 54.1796580478549 s
Iteration 39: 54.43220563232899 s
Iteration 40: 54.70600762497634 s
Iteration 41: 55.00257933791727 s
Iteration 42: 55.69614590983838 s
Iteration 43: 55.670155010186136 s
Iteration 44: 56.32478693500161 s
Iteration 45: 56.617893480695784 s
Iteration 46: 56.4897828232497 s
Iteration 47: 56.48251697514206 s
Iteration 48: 57.01785533409566 s
Iteration 49: 57.314687252976 s
Iteration 50: 58.55242527090013 s
Iteration 51: 58.08712869044393 s
Iteration 52: 59.13083856366575 s
Iteration 53: 58.86729511246085 s
Iteration 54: 59.12270178925246 s
Iteration 55: 59.82666034530848 s
Iteration 56: 59.87802490592003 s
Iteration 57: 60.05568633042276 s
Iteration 58: 60.92233926896006 s
Iteration 59: 60.83216618746519 s
