Acquisition function: SDP-l1
Number of variables: 20
Budget: 500
Initial model with 100: 32.53216303512454 s
Iteration 1: 42.06258068885654 s
Iteration 2: 41.02605486754328 s
Iteration 3: 42.17539511807263 s
Iteration 4: 42.47493121121079 s
Iteration 5: 42.14299618639052 s
Iteration 6: 42.891316830180585 s
Iteration 7: 43.0437989924103 s
Iteration 8: 43.357392127625644 s
Iteration 9: 43.63989620935172 s
Iteration 10: 44.172239204868674 s
Iteration 11: 44.544956712052226 s
Iteration 12: 44.62538016401231 s
Iteration 13: 44.84400506783277 s
Iteration 14: 45.48757292982191 s
Iteration 15: 45.724412923678756 s
Iteration 16: 46.192441368475556 s
Iteration 17: 47.478947878815234 s
Iteration 18: 46.90876313485205 s
Iteration 19: 47.23454663902521 s
Iteration 20: 47.330118054524064 s
Iteration 21: 47.50074652582407 s
Iteration 22: 48.369789350777864 s
Iteration 23: 48.93515110760927 s
Iteration 24: 48.616506985388696 s
Iteration 25: 49.05653508938849 s
Iteration 26: 50.00976836681366 s
Iteration 27: 49.802179066464305 s
Iteration 28: 50.96550326049328 s
Iteration 29: 50.936510174535215 s
Iteration 30: 50.928036730736494 s
Iteration 31: 50.73926177620888 s
Iteration 32: 51.85152009502053 s
Iteration 33: 51.68860439397395 s
Iteration 34: 51.51785774901509 s
Iteration 35: 52.902857770211995 s
Iteration 36: 52.969097829423845 s
Iteration 37: 53.09591909311712 s
Iteration 38: 53.133051263168454 s
Iteration 39: 53.86378281377256 s
Iteration 40: 54.39573308173567 s
Iteration 41: 54.6734403250739 s
Iteration 42: 54.68362603895366 s
Iteration 43: 55.3998909285292 s
Iteration 44: 55.96526582352817 s
Iteration 45: 55.52748751081526 s
Iteration 46: 56.05633524712175 s
Iteration 47: 56.4764025490731 s
Iteration 48: 56.895299821160734 s
Iteration 49: 56.8673782562837 s
Iteration 50: 57.731463802978396 s
Iteration 51: 57.941468494944274 s
Iteration 52: 57.98286313563585 s
Iteration 53: 58.97594260983169 s
Iteration 54: 59.64448575116694 s
Iteration 55: 59.21417560335249 s
Iteration 56: 59.685776577331126 s
Iteration 57: 59.93520490732044 s
Iteration 58: 60.125509270466864 s
Iteration 59: 61.04855648148805 s
