Acquisition function: SDP-l1
Number of variables: 20
Budget: 500
Initial model with 100: 33.14506281912327 s
Iteration 1: 39.31352156307548 s
Iteration 2: 39.66498462576419 s
Iteration 3: 39.93766629695892 s
Iteration 4: 40.332148376852274 s
Iteration 5: 40.84760361351073 s
Iteration 6: 40.92754725180566 s
Iteration 7: 41.423882574774325 s
Iteration 8: 41.934958225116134 s
Iteration 9: 41.999541534110904 s
Iteration 10: 42.47670852113515 s
Iteration 11: 42.607712243683636 s
Iteration 12: 42.75701391417533 s
Iteration 13: 43.89417710248381 s
Iteration 14: 43.48574075195938 s
Iteration 15: 43.73744133580476 s
Iteration 16: 44.16600045748055 s
Iteration 17: 44.53893716726452 s
Iteration 18: 44.92775021120906 s
Iteration 19: 45.18115521315485 s
Iteration 20: 46.05521640460938 s
Iteration 21: 45.81877041142434 s
Iteration 22: 46.25973120238632 s
Iteration 23: 46.646609432064 s
Iteration 24: 47.05904354620725 s
Iteration 25: 47.36054303031415 s
Iteration 26: 47.456140839494765 s
Iteration 27: 47.78239085711539 s
Iteration 28: 48.365973631851375 s
Iteration 29: 48.76104447059333 s
Iteration 30: 49.53795312251896 s
Iteration 31: 49.309666596353054 s
Iteration 32: 49.30268521234393 s
Iteration 33: 49.811674596741796 s
Iteration 34: 50.649269595742226 s
Iteration 35: 50.409031766466796 s
Iteration 36: 50.972655180841684 s
Iteration 37: 51.48479808494449 s
Iteration 38: 51.433039251714945 s
Iteration 39: 51.70327987987548 s
Iteration 40: 52.253713195212185 s
Iteration 41: 52.48607409466058 s
Iteration 42: 52.8537215674296 s
Iteration 43: 53.043731768615544 s
Iteration 44: 53.78079376928508 s
Iteration 45: 53.95038506295532 s
Iteration 46: 54.298567968420684 s
Iteration 47: 54.03250110335648 s
Iteration 48: 54.82599519006908 s
Iteration 49: 55.27007660456002 s
Iteration 50: 56.37853349559009 s
Iteration 51: 56.123164798133075 s
Iteration 52: 56.359081568196416 s
Iteration 53: 57.40844320971519 s
Iteration 54: 57.025960789993405 s
Iteration 55: 58.032324564643204 s
Iteration 56: 57.53598298039287 s
Iteration 57: 58.10098615195602 s
Iteration 58: 58.2750395918265 s
Iteration 59: 58.270683103241026 s
