Acquisition function: SDP-l1
Number of variables: 20
Budget: 500
Initial model with 100: 33.15995308384299 s
Iteration 1: 40.354532366618514 s
Iteration 2: 40.51269545312971 s
Iteration 3: 40.69245225377381 s
Iteration 4: 41.11717797070742 s
Iteration 5: 41.73577111214399 s
Iteration 6: 41.91106408368796 s
Iteration 7: 42.718578580766916 s
Iteration 8: 42.49674818105996 s
Iteration 9: 42.716580394655466 s
Iteration 10: 43.30029209330678 s
Iteration 11: 43.63239563815296 s
Iteration 12: 43.80741519667208 s
Iteration 13: 44.433670059777796 s
Iteration 14: 44.30220583640039 s
Iteration 15: 44.52834261767566 s
Iteration 16: 45.69698439538479 s
Iteration 17: 45.73703848011792 s
Iteration 18: 46.09843493346125 s
Iteration 19: 46.26233923714608 s
Iteration 20: 46.4783104006201 s
Iteration 21: 46.997685813345015 s
Iteration 22: 47.56806503422558 s
Iteration 23: 47.13648302201182 s
Iteration 24: 47.84718275628984 s
Iteration 25: 48.51265191286802 s
Iteration 26: 48.807774032466114 s
Iteration 27: 48.60633191745728 s
Iteration 28: 49.621613973751664 s
Iteration 29: 49.258780838921666 s
Iteration 30: 49.735870422795415 s
Iteration 31: 49.94970754534006 s
Iteration 32: 50.24639650154859 s
Iteration 33: 50.818516774103045 s
Iteration 34: 51.23762096744031 s
Iteration 35: 51.450284698978066 s
Iteration 36: 51.82856366503984 s
Iteration 37: 52.61662233993411 s
Iteration 38: 53.114510151557624 s
Iteration 39: 52.64538553263992 s
Iteration 40: 53.32109047099948 s
Iteration 41: 53.30849363002926 s
Iteration 42: 53.904054801911116 s
Iteration 43: 54.20781896542758 s
Iteration 44: 54.508575099520385 s
Iteration 45: 54.64182759542018 s
Iteration 46: 55.12407052330673 s
Iteration 47: 54.99607682880014 s
Iteration 48: 55.670402528718114 s
Iteration 49: 56.0951178772375 s
Iteration 50: 56.22195491474122 s
Iteration 51: 56.60760071501136 s
Iteration 52: 57.33180256187916 s
Iteration 53: 57.71837255265564 s
Iteration 54: 57.665924521163106 s
Iteration 55: 58.5602062959224 s
Iteration 56: 58.52981046773493 s
Iteration 57: 58.759991503320634 s
Iteration 58: 58.8854424925521 s
Iteration 59: 59.57109915744513 s
