Acquisition function: SDP-l1
Number of variables: 20
Budget: 500
Initial model with 100: 32.93303310032934 s
Iteration 1: 40.06494554039091 s
Iteration 2: 40.279674807563424 s
Iteration 3: 40.94959823973477 s
Iteration 4: 40.870279346592724 s
Iteration 5: 41.559047581627965 s
Iteration 6: 41.4938735505566 s
Iteration 7: 42.09665885940194 s
Iteration 8: 42.19757378939539 s
Iteration 9: 42.80138571187854 s
Iteration 10: 43.370626498013735 s
Iteration 11: 43.95713503006846 s
Iteration 12: 43.895445107482374 s
Iteration 13: 44.171031882055104 s
Iteration 14: 45.032332642003894 s
Iteration 15: 45.17148549109697 s
Iteration 16: 45.2878043288365 s
Iteration 17: 45.66163615975529 s
Iteration 18: 45.933831431902945 s
Iteration 19: 46.575187711045146 s
Iteration 20: 46.6358112487942 s
Iteration 21: 47.032767047174275 s
Iteration 22: 47.10117054078728 s
Iteration 23: 47.362260250374675 s
Iteration 24: 47.96494320500642 s
Iteration 25: 48.25845145992935 s
Iteration 26: 48.254848565906286 s
Iteration 27: 48.93545175623149 s
Iteration 28: 49.34816260449588 s
Iteration 29: 49.538963626138866 s
Iteration 30: 49.714600193314254 s
Iteration 31: 50.110606690868735 s
Iteration 32: 50.50048055872321 s
Iteration 33: 50.84333169925958 s
Iteration 34: 51.37374201323837 s
Iteration 35: 51.16697651799768 s
Iteration 36: 51.872540570795536 s
Iteration 37: 52.03732861019671 s
Iteration 38: 52.06995486281812 s
Iteration 39: 53.00935809779912 s
Iteration 40: 53.10433056950569 s
Iteration 41: 53.5629083160311 s
Iteration 42: 53.743800648488104 s
Iteration 43: 54.401840997859836 s
Iteration 44: 54.529309500940144 s
Iteration 45: 54.643088263459504 s
Iteration 46: 54.95544286444783 s
Iteration 47: 55.48167457524687 s
Iteration 48: 55.783310492523015 s
Iteration 49: 55.87784154433757 s
Iteration 50: 56.358913405798376 s
Iteration 51: 56.592525015585124 s
Iteration 52: 57.114178537391126 s
Iteration 53: 57.58056873641908 s
Iteration 54: 57.99019337724894 s
Iteration 55: 57.99079782050103 s
Iteration 56: 60.19134138803929 s
Iteration 57: 58.70905001740903 s
Iteration 58: 58.86352987587452 s
Iteration 59: 59.312588365748525 s
