Acquisition function: SDP-l1
Number of variables: 20
Budget: 500
Initial model with 100: 32.536396824754775 s
Iteration 1: 40.50004843249917 s
Iteration 2: 40.43214117921889 s
Iteration 3: 38.598995917476714 s
Iteration 4: 39.2950361892581 s
Iteration 5: 40.03735365066677 s
Iteration 6: 41.877492375671864 s
Iteration 7: 40.093148389831185 s
Iteration 8: 40.15722845122218 s
Iteration 9: 40.65959009062499 s
Iteration 10: 41.01569012179971 s
Iteration 11: 43.336944301612675 s
Iteration 12: 41.4617895167321 s
Iteration 13: 42.59311051014811 s
Iteration 14: 42.493048396892846 s
Iteration 15: 44.4891999354586 s
Iteration 16: 44.99278963729739 s
Iteration 17: 43.570305299945176 s
Iteration 18: 43.91511882375926 s
Iteration 19: 44.06146828085184 s
Iteration 20: 44.125666595995426 s
Iteration 21: 44.6118192858994 s
Iteration 22: 45.31587872374803 s
Iteration 23: 46.469320779666305 s
Iteration 24: 45.55032976064831 s
Iteration 25: 45.816129428334534 s
Iteration 26: 46.54790772404522 s
Iteration 27: 47.02015826199204 s
Iteration 28: 47.08547608088702 s
Iteration 29: 47.3627102850005 s
Iteration 30: 47.63364807795733 s
Iteration 31: 47.819948396645486 s
Iteration 32: 48.14635010715574 s
Iteration 33: 48.58700040541589 s
Iteration 34: 48.79712030477822 s
Iteration 35: 49.352496886625886 s
Iteration 36: 49.798601497896016 s
Iteration 37: 49.97658553998917 s
Iteration 38: 50.6272220723331 s
Iteration 39: 50.97183633130044 s
Iteration 40: 50.83419539872557 s
Iteration 41: 51.50891079194844 s
Iteration 42: 51.791724344715476 s
Iteration 43: 52.1028585312888 s
Iteration 44: 52.42015191260725 s
Iteration 45: 52.47653999645263 s
Iteration 46: 52.95191937405616 s
Iteration 47: 53.09633524250239 s
Iteration 48: 53.4399345330894 s
Iteration 49: 53.8411168474704 s
Iteration 50: 54.50629668030888 s
Iteration 51: 54.8910018093884 s
Iteration 52: 54.92855032719672 s
Iteration 53: 55.17612969316542 s
Iteration 54: 56.0637882668525 s
Iteration 55: 56.07908798381686 s
Iteration 56: 56.42355139181018 s
Iteration 57: 58.272840552963316 s
Iteration 58: 57.038055882789195 s
Iteration 59: 57.42928950022906 s
