Acquisition function: SDP-l1
Number of variables: 20
Budget: 500
Initial model with 100: 32.49630246218294 s
Iteration 1: 40.445309199392796 s
Iteration 2: 40.32715218793601 s
Iteration 3: 40.69608902465552 s
Iteration 4: 41.53056244365871 s
Iteration 5: 41.64886941481382 s
Iteration 6: 41.77103155106306 s
Iteration 7: 42.12117862422019 s
Iteration 8: 42.84865998104215 s
Iteration 9: 43.19598256889731 s
Iteration 10: 43.067768352106214 s
Iteration 11: 43.3428157446906 s
Iteration 12: 43.81973675545305 s
Iteration 13: 44.1065358100459 s
Iteration 14: 45.167375514283776 s
Iteration 15: 44.72166416514665 s
Iteration 16: 45.3857707567513 s
Iteration 17: 46.027909468859434 s
Iteration 18: 46.615925995633006 s
Iteration 19: 46.05537542235106 s
Iteration 20: 46.256425806321204 s
Iteration 21: 46.53429187182337 s
Iteration 22: 47.10089296847582 s
Iteration 23: 47.32987876422703 s
Iteration 24: 47.72418071888387 s
Iteration 25: 48.04937429074198 s
Iteration 26: 48.522023268043995 s
Iteration 27: 49.266340309754014 s
Iteration 28: 49.048850232735276 s
Iteration 29: 49.51992138568312 s
Iteration 30: 49.722673658281565 s
Iteration 31: 50.019076976925135 s
Iteration 32: 50.23760509677231 s
Iteration 33: 51.17062015738338 s
Iteration 34: 51.22555296868086 s
Iteration 35: 51.399369393475354 s
Iteration 36: 51.75596542656422 s
Iteration 37: 52.179218103177845 s
Iteration 38: 52.869179773144424 s
Iteration 39: 52.710972481407225 s
Iteration 40: 53.28616694174707 s
Iteration 41: 54.04475477524102 s
Iteration 42: 53.73733119852841 s
Iteration 43: 53.972251404076815 s
Iteration 44: 54.55769645050168 s
Iteration 45: 54.562405502423644 s
Iteration 46: 55.65723391994834 s
Iteration 47: 55.45921676978469 s
Iteration 48: 56.516585004515946 s
Iteration 49: 55.826137249358 s
Iteration 50: 56.557968182489276 s
Iteration 51: 56.64759636763483 s
Iteration 52: 57.19429579935968 s
Iteration 53: 57.5997185818851 s
Iteration 54: 57.677562123164535 s
Iteration 55: 58.054446580819786 s
Iteration 56: 57.99176387488842 s
Iteration 57: 58.52575886622071 s
Iteration 58: 58.7779121119529 s
Iteration 59: 59.27810302376747 s
