Acquisition function: SDP-l1
Number of variables: 20
Budget: 500
Initial model with 100: 33.21417998895049 s
Iteration 1: 41.53111612610519 s
Iteration 2: 42.288549025543034 s
Iteration 3: 42.44354177452624 s
Iteration 4: 43.13066919334233 s
Iteration 5: 43.10622585751116 s
Iteration 6: 43.385349308140576 s
Iteration 7: 43.135975824669 s
Iteration 8: 43.81243421882391 s
Iteration 9: 44.551818853244185 s
Iteration 10: 44.582514624111354 s
Iteration 11: 45.044085710309446 s
Iteration 12: 45.02234065439552 s
Iteration 13: 46.28437086381018 s
Iteration 14: 46.32795571908355 s
Iteration 15: 46.190837720409036 s
Iteration 16: 46.84387478046119 s
Iteration 17: 47.08221392799169 s
Iteration 18: 47.09779969602823 s
Iteration 19: 47.68423151317984 s
Iteration 20: 48.10111573059112 s
Iteration 21: 48.77548953983933 s
Iteration 22: 48.6005060877651 s
Iteration 23: 49.0293989861384 s
Iteration 24: 49.21063282247633 s
Iteration 25: 49.92569011822343 s
Iteration 26: 49.77109044697136 s
Iteration 27: 50.29461513552815 s
Iteration 28: 50.80890457239002 s
Iteration 29: 50.81934813503176 s
Iteration 30: 50.74885733705014 s
Iteration 31: 51.27114300895482 s
Iteration 32: 51.77089117933065 s
Iteration 33: 51.84030470624566 s
Iteration 34: 52.3490859977901 s
Iteration 35: 52.78054984100163 s
Iteration 36: 52.64725063368678 s
Iteration 37: 53.407058684155345 s
Iteration 38: 53.6843508342281 s
Iteration 39: 54.432140867225826 s
Iteration 40: 54.436095140874386 s
Iteration 41: 54.92941493168473 s
Iteration 42: 54.98128966707736 s
Iteration 43: 55.4267744962126 s
Iteration 44: 55.55042453855276 s
Iteration 45: 56.02501887269318 s
Iteration 46: 56.413562222383916 s
Iteration 47: 56.58089667186141 s
Iteration 48: 56.7045675534755 s
Iteration 49: 57.42095072939992 s
Iteration 50: 57.81913471687585 s
Iteration 51: 58.018903674557805 s
Iteration 52: 58.182370556518435 s
Iteration 53: 58.55692029558122 s
Iteration 54: 59.097546661272645 s
Iteration 55: 59.39503946620971 s
Iteration 56: 59.790557728149 s
Iteration 57: 59.90595955401659 s
Iteration 58: 59.979267405346036 s
Iteration 59: 60.76060204952955 s
