Acquisition function: SDP-l1
Number of variables: 20
Budget: 500
Initial model with 100: 32.74017469678074 s
Iteration 1: 40.030362801626325 s
Iteration 2: 38.46723576821387 s
Iteration 3: 41.78387054614723 s
Iteration 4: 41.20936832204461 s
Iteration 5: 39.71048035379499 s
Iteration 6: 39.66653574258089 s
Iteration 7: 39.8233842337504 s
Iteration 8: 40.32000918406993 s
Iteration 9: 40.4851262178272 s
Iteration 10: 42.78457097429782 s
Iteration 11: 41.11946717929095 s
Iteration 12: 41.43196814507246 s
Iteration 13: 41.77080973144621 s
Iteration 14: 42.36653714813292 s
Iteration 15: 42.55851474869996 s
Iteration 16: 42.856076025404036 s
Iteration 17: 43.533521527424455 s
Iteration 18: 43.374896625988185 s
Iteration 19: 44.3584286281839 s
Iteration 20: 44.381798811256886 s
Iteration 21: 44.57348616048694 s
Iteration 22: 44.68306441232562 s
Iteration 23: 47.50092930812389 s
Iteration 24: 45.760518164373934 s
Iteration 25: 46.63213717285544 s
Iteration 26: 46.42362206801772 s
Iteration 27: 46.564950093626976 s
Iteration 28: 46.94769411813468 s
Iteration 29: 49.692683070898056 s
Iteration 30: 47.75970174651593 s
Iteration 31: 48.22699027694762 s
Iteration 32: 48.204929830506444 s
Iteration 33: 48.392203968949616 s
Iteration 34: 49.05673781596124 s
Iteration 35: 49.36944261286408 s
Iteration 36: 49.27776677720249 s
Iteration 37: 49.79624557308853 s
Iteration 38: 50.45504890661687 s
Iteration 39: 50.705092024989426 s
Iteration 40: 51.3335957210511 s
Iteration 41: 51.000415368936956 s
Iteration 42: 51.75078502763063 s
Iteration 43: 52.09535039495677 s
Iteration 44: 52.6933683110401 s
Iteration 45: 52.662901032716036 s
Iteration 46: 53.21596589498222 s
Iteration 47: 53.216885096393526 s
Iteration 48: 53.49399660527706 s
Iteration 49: 54.04959003161639 s
Iteration 50: 54.370004422962666 s
Iteration 51: 54.477368044666946 s
Iteration 52: 54.77271837648004 s
Iteration 53: 55.21065733395517 s
Iteration 54: 55.437351156026125 s
Iteration 55: 55.98698313254863 s
Iteration 56: 56.25649972073734 s
Iteration 57: 56.51215947512537 s
Iteration 58: 56.902984116226435 s
Iteration 59: 57.36309641133994 s
