Acquisition function: SDP-l1
Number of variables: 20
Budget: 500
Initial model with 100: 32.58020979817957 s
Iteration 1: 39.58207081258297 s
Iteration 2: 40.16579733788967 s
Iteration 3: 39.89145483355969 s
Iteration 4: 40.28946281131357 s
Iteration 5: 40.52660718373954 s
Iteration 6: 40.97304606996477 s
Iteration 7: 41.080112939700484 s
Iteration 8: 41.37176190409809 s
Iteration 9: 42.37827039975673 s
Iteration 10: 42.10964131075889 s
Iteration 11: 42.41000560298562 s
Iteration 12: 42.72186782117933 s
Iteration 13: 43.05704133398831 s
Iteration 14: 43.322416122071445 s
Iteration 15: 43.80197556409985 s
Iteration 16: 44.18916963413358 s
Iteration 17: 44.69519842881709 s
Iteration 18: 44.80787453521043 s
Iteration 19: 44.77718039043248 s
Iteration 20: 45.27658563666046 s
Iteration 21: 45.77428060397506 s
Iteration 22: 45.937731044366956 s
Iteration 23: 46.89174942765385 s
Iteration 24: 47.13248049467802 s
Iteration 25: 47.175042724236846 s
Iteration 26: 47.75888011418283 s
Iteration 27: 47.694292032159865 s
Iteration 28: 48.041298194788396 s
Iteration 29: 48.68427938222885 s
Iteration 30: 48.60083543602377 s
Iteration 31: 49.2724496582523 s
Iteration 32: 49.181136906147 s
Iteration 33: 49.981255437247455 s
Iteration 34: 49.95622611511499 s
Iteration 35: 50.59841962438077 s
Iteration 36: 51.24513944238424 s
Iteration 37: 51.12784914299846 s
Iteration 38: 51.47557729575783 s
Iteration 39: 51.736575310118496 s
Iteration 40: 51.91686109546572 s
Iteration 41: 52.97733065672219 s
Iteration 42: 52.66712102573365 s
Iteration 43: 53.96605827845633 s
Iteration 44: 53.33811995293945 s
Iteration 45: 53.94064862187952 s
Iteration 46: 54.05804294999689 s
Iteration 47: 54.5396770555526 s
Iteration 48: 54.959474774077535 s
Iteration 49: 55.003662552684546 s
Iteration 50: 55.330418383702636 s
Iteration 51: 55.81318156700581 s
Iteration 52: 56.84013407770544 s
Iteration 53: 56.86981533654034 s
Iteration 54: 56.81564533058554 s
Iteration 55: 57.15495662484318 s
Iteration 56: 57.374743280000985 s
Iteration 57: 58.22454018890858 s
Iteration 58: 58.16375910397619 s
Iteration 59: 58.363429982215166 s
