Acquisition function: SDP-l1
Number of variables: 20
Budget: 500
Initial model with 100: 32.493203989230096 s
Iteration 1: 40.78376819379628 s
Iteration 2: 40.64993842784315 s
Iteration 3: 40.89546398445964 s
Iteration 4: 41.5476472042501 s
Iteration 5: 42.092651937156916 s
Iteration 6: 43.26761948969215 s
Iteration 7: 42.28491260576993 s
Iteration 8: 42.36043059453368 s
Iteration 9: 43.31783373840153 s
Iteration 10: 44.044795313850045 s
Iteration 11: 43.602458654902875 s
Iteration 12: 44.15235773846507 s
Iteration 13: 45.26532163564116 s
Iteration 14: 44.99455734807998 s
Iteration 15: 45.756965895183384 s
Iteration 16: 45.58592907618731 s
Iteration 17: 45.49455882515758 s
Iteration 18: 46.57960474397987 s
Iteration 19: 46.484772965312004 s
Iteration 20: 46.96457026619464 s
Iteration 21: 47.38803085591644 s
Iteration 22: 47.44237907230854 s
Iteration 23: 47.3241653945297 s
Iteration 24: 48.35832195263356 s
Iteration 25: 49.02822584658861 s
Iteration 26: 48.71726121660322 s
Iteration 27: 49.39646960515529 s
Iteration 28: 49.22851640358567 s
Iteration 29: 50.51064218673855 s
Iteration 30: 50.29880133550614 s
Iteration 31: 50.72832768317312 s
Iteration 32: 50.74495786149055 s
Iteration 33: 50.96550422441214 s
Iteration 34: 50.87744892016053 s
Iteration 35: 51.70422682631761 s
Iteration 36: 51.857075214385986 s
Iteration 37: 52.24836129602045 s
Iteration 38: 52.532281048595905 s
Iteration 39: 53.25720831658691 s
Iteration 40: 53.233616194687784 s
Iteration 41: 53.7126394668594 s
Iteration 42: 54.30412622075528 s
Iteration 43: 54.106620465405285 s
Iteration 44: 54.231104767881334 s
Iteration 45: 55.73243284318596 s
Iteration 46: 55.87126561347395 s
Iteration 47: 56.671773962676525 s
Iteration 48: 56.15468146558851 s
Iteration 49: 56.43550973944366 s
Iteration 50: 57.023958032019436 s
Iteration 51: 56.75748743582517 s
Iteration 52: 57.96704837027937 s
Iteration 53: 57.536811913363636 s
Iteration 54: 58.397690990939736 s
Iteration 55: 57.945632725954056 s
Iteration 56: 58.64937480259687 s
Iteration 57: 59.36038152594119 s
Iteration 58: 59.94343149662018 s
Iteration 59: 60.45288037508726 s
