Acquisition function: SDP-l1
Number of variables: 20
Budget: 500
Initial model with 100: 32.65259490348399 s
Iteration 1: 40.10192979313433 s
Iteration 2: 39.80395421106368 s
Iteration 3: 40.29796952474862 s
Iteration 4: 40.55392330698669 s
Iteration 5: 41.38924019411206 s
Iteration 6: 41.275606515817344 s
Iteration 7: 41.461936404928565 s
Iteration 8: 41.90129205677658 s
Iteration 9: 42.47164698783308 s
Iteration 10: 42.69634027406573 s
Iteration 11: 42.779292027466 s
Iteration 12: 43.14104127883911 s
Iteration 13: 43.71357435453683 s
Iteration 14: 43.84026089683175 s
Iteration 15: 45.03833060525358 s
Iteration 16: 44.64038501493633 s
Iteration 17: 45.44325461424887 s
Iteration 18: 45.064360190182924 s
Iteration 19: 45.67905567958951 s
Iteration 20: 46.125003417022526 s
Iteration 21: 46.38353871367872 s
Iteration 22: 46.635213416069746 s
Iteration 23: 46.96275607775897 s
Iteration 24: 47.22144747432321 s
Iteration 25: 47.66502377111465 s
Iteration 26: 48.05599968601018 s
Iteration 27: 49.06297037191689 s
Iteration 28: 48.681193680502474 s
Iteration 29: 49.30686572659761 s
Iteration 30: 49.14266753010452 s
Iteration 31: 49.53436168562621 s
Iteration 32: 49.82415331620723 s
Iteration 33: 50.26797906216234 s
Iteration 34: 50.523416046984494 s
Iteration 35: 51.83711906243116 s
Iteration 36: 51.204525294713676 s
Iteration 37: 52.2194194663316 s
Iteration 38: 51.868373424746096 s
Iteration 39: 52.10627282876521 s
Iteration 40: 52.31162898987532 s
Iteration 41: 52.858838436193764 s
Iteration 42: 53.073748893104494 s
Iteration 43: 53.54157919343561 s
Iteration 44: 53.68069631792605 s
Iteration 45: 54.4808522798121 s
Iteration 46: 54.55710381362587 s
Iteration 47: 54.84891196805984 s
Iteration 48: 55.346325593069196 s
Iteration 49: 55.41860767360777 s
Iteration 50: 56.31280782818794 s
Iteration 51: 56.26057949848473 s
Iteration 52: 56.91265232954174 s
Iteration 53: 56.81052944343537 s
Iteration 54: 57.14287100825459 s
Iteration 55: 57.806534075178206 s
Iteration 56: 57.900342240929604 s
Iteration 57: 58.47550193592906 s
Iteration 58: 58.676522232592106 s
Iteration 59: 58.60911330487579 s
