Acquisition function: SDP-l1
Number of variables: 20
Budget: 500
Initial model with 100: 32.671051883138716 s
Iteration 1: 41.745583415962756 s
Iteration 2: 42.18832458648831 s
Iteration 3: 42.4727423125878 s
Iteration 4: 42.80083214119077 s
Iteration 5: 43.23638325743377 s
Iteration 6: 44.288792077451944 s
Iteration 7: 44.00304191093892 s
Iteration 8: 44.12558755464852 s
Iteration 9: 45.00852515269071 s
Iteration 10: 45.32528330851346 s
Iteration 11: 45.98402403481305 s
Iteration 12: 45.446299608796835 s
Iteration 13: 45.71001957170665 s
Iteration 14: 45.98726007621735 s
Iteration 15: 46.50710581988096 s
Iteration 16: 46.79320432525128 s
Iteration 17: 47.11594408843666 s
Iteration 18: 47.431820892728865 s
Iteration 19: 48.10443821270019 s
Iteration 20: 48.01391427963972 s
Iteration 21: 48.69267592765391 s
Iteration 22: 48.69083052594215 s
Iteration 23: 49.319757278077304 s
Iteration 24: 49.60846210177988 s
Iteration 25: 50.5331839248538 s
Iteration 26: 49.80655727908015 s
Iteration 27: 50.712686580605805 s
Iteration 28: 50.67010862194002 s
Iteration 29: 50.67505410593003 s
Iteration 30: 51.90849760826677 s
Iteration 31: 51.73477496020496 s
Iteration 32: 52.181129830889404 s
Iteration 33: 52.3451366359368 s
Iteration 34: 52.72653647232801 s
Iteration 35: 52.869560117833316 s
Iteration 36: 53.10216560680419 s
Iteration 37: 54.012596818618476 s
Iteration 38: 54.21762616466731 s
Iteration 39: 54.04340323712677 s
Iteration 40: 54.73652467131615 s
Iteration 41: 55.36484719719738 s
Iteration 42: 55.67478855885565 s
Iteration 43: 55.830628278665245 s
Iteration 44: 56.49705455917865 s
Iteration 45: 56.761779092252254 s
Iteration 46: 56.78630794491619 s
Iteration 47: 57.01301988400519 s
Iteration 48: 57.36498480383307 s
Iteration 49: 58.34737543389201 s
Iteration 50: 59.06618477590382 s
Iteration 51: 58.217119224369526 s
Iteration 52: 58.45583257637918 s
Iteration 53: 59.10111971292645 s
Iteration 54: 59.36844370979816 s
Iteration 55: 59.70391970407218 s
Iteration 56: 59.93400956876576 s
Iteration 57: 60.59488306939602 s
Iteration 58: 61.13079638965428 s
Iteration 59: 61.198564996011555 s
