Acquisition function: SDP-l1
Number of variables: 20
Budget: 500
Initial model with 100: 32.62713529262692 s
Iteration 1: 39.285245103761554 s
Iteration 2: 39.52516401745379 s
Iteration 3: 39.737566337920725 s
Iteration 4: 40.22365375608206 s
Iteration 5: 40.559204074554145 s
Iteration 6: 40.74924091156572 s
Iteration 7: 41.31750723067671 s
Iteration 8: 41.24982292950153 s
Iteration 9: 42.27691930625588 s
Iteration 10: 42.31758962478489 s
Iteration 11: 42.71520356182009 s
Iteration 12: 43.205313195474446 s
Iteration 13: 43.50459205824882 s
Iteration 14: 43.45499181654304 s
Iteration 15: 44.57216308731586 s
Iteration 16: 44.21399235073477 s
Iteration 17: 44.83496341854334 s
Iteration 18: 44.870098918676376 s
Iteration 19: 45.31177314091474 s
Iteration 20: 45.53064052760601 s
Iteration 21: 46.0225643562153 s
Iteration 22: 46.16236102953553 s
Iteration 23: 46.807052358053625 s
Iteration 24: 47.053555231541395 s
Iteration 25: 47.01012072805315 s
Iteration 26: 47.52507681120187 s
Iteration 27: 48.01980814989656 s
Iteration 28: 48.18930513598025 s
Iteration 29: 49.27464744076133 s
Iteration 30: 48.69775895867497 s
Iteration 31: 49.25170019362122 s
Iteration 32: 49.726938577368855 s
Iteration 33: 49.89007456135005 s
Iteration 34: 50.916253961622715 s
Iteration 35: 50.432809424586594 s
Iteration 36: 51.02031536307186 s
Iteration 37: 51.132801367901266 s
Iteration 38: 51.8549534836784 s
Iteration 39: 52.04796559177339 s
Iteration 40: 51.964048421010375 s
Iteration 41: 52.75297552719712 s
Iteration 42: 53.8788323411718 s
Iteration 43: 53.05652224179357 s
Iteration 44: 53.42563256062567 s
Iteration 45: 54.723835240118206 s
Iteration 46: 53.89841893874109 s
Iteration 47: 54.40772800799459 s
Iteration 48: 55.15060744993389 s
Iteration 49: 55.19036436267197 s
Iteration 50: 55.39531836099923 s
Iteration 51: 55.79328070767224 s
Iteration 52: 56.33711116295308 s
Iteration 53: 56.38924983330071 s
Iteration 54: 56.94675484020263 s
Iteration 55: 57.08477057144046 s
Iteration 56: 57.56002830155194 s
Iteration 57: 58.2128888098523 s
Iteration 58: 58.519060799852014 s
Iteration 59: 58.87797666527331 s
