Acquisition function: SDP-l1
Number of variables: 20
Budget: 500
Initial model with 100: 32.48468428477645 s
Iteration 1: 41.64535627141595 s
Iteration 2: 42.24678835552186 s
Iteration 3: 42.39402047544718 s
Iteration 4: 42.82796584814787 s
Iteration 5: 43.11397977732122 s
Iteration 6: 43.610496076755226 s
Iteration 7: 44.032144237309694 s
Iteration 8: 44.51588559243828 s
Iteration 9: 44.38895680848509 s
Iteration 10: 44.61700984183699 s
Iteration 11: 45.31479945871979 s
Iteration 12: 45.42506230156869 s
Iteration 13: 45.912059041671455 s
Iteration 14: 46.05462398659438 s
Iteration 15: 46.376998068764806 s
Iteration 16: 47.60976596735418 s
Iteration 17: 47.47232342604548 s
Iteration 18: 47.41675565112382 s
Iteration 19: 47.71737413108349 s
Iteration 20: 48.35373315028846 s
Iteration 21: 48.2241419358179 s
Iteration 22: 48.900313671678305 s
Iteration 23: 49.01994603034109 s
Iteration 24: 49.694390857592225 s
Iteration 25: 49.565970859490335 s
Iteration 26: 50.087320181541145 s
Iteration 27: 50.88125775847584 s
Iteration 28: 50.35472770128399 s
Iteration 29: 51.50774039234966 s
Iteration 30: 52.12514769285917 s
Iteration 31: 51.61615989822894 s
Iteration 32: 51.69428990595043 s
Iteration 33: 52.41923803836107 s
Iteration 34: 52.898494890891016 s
Iteration 35: 53.11268622614443 s
Iteration 36: 53.474617298692465 s
Iteration 37: 53.46725021582097 s
Iteration 38: 53.91176956612617 s
Iteration 39: 54.568395817652345 s
Iteration 40: 54.548135376535356 s
Iteration 41: 55.49478272628039 s
Iteration 42: 55.55009717494249 s
Iteration 43: 55.662190596573055 s
Iteration 44: 56.64228631649166 s
Iteration 45: 56.650919334962964 s
Iteration 46: 56.58235039934516 s
Iteration 47: 57.42734164558351 s
Iteration 48: 57.61225480772555 s
Iteration 49: 57.795145344920456 s
Iteration 50: 57.97327770199627 s
Iteration 51: 58.60488569922745 s
Iteration 52: 58.95856989175081 s
Iteration 53: 58.57839409913868 s
Iteration 54: 59.824056435376406 s
Iteration 55: 59.52645517885685 s
Iteration 56: 60.04547034483403 s
Iteration 57: 60.21790076419711 s
Iteration 58: 60.51789611298591 s
Iteration 59: 61.29954409878701 s
