Acquisition function: SDP-l1
Number of variables: 20
Budget: 500
Initial model with 100: 32.87418313790113 s
Iteration 1: 40.034806716255844 s
Iteration 2: 40.565862111747265 s
Iteration 3: 40.76222954597324 s
Iteration 4: 40.97183301486075 s
Iteration 5: 41.47306810785085 s
Iteration 6: 41.69008203223348 s
Iteration 7: 42.27831726334989 s
Iteration 8: 42.465983401983976 s
Iteration 9: 42.88950838893652 s
Iteration 10: 43.38641374465078 s
Iteration 11: 43.436549324542284 s
Iteration 12: 43.97458621580154 s
Iteration 13: 43.9431447153911 s
Iteration 14: 44.090955342166126 s
Iteration 15: 44.59570514317602 s
Iteration 16: 45.310129190795124 s
Iteration 17: 45.37383470218629 s
Iteration 18: 45.62986123841256 s
Iteration 19: 46.20437668450177 s
Iteration 20: 46.52348363213241 s
Iteration 21: 46.760041950270534 s
Iteration 22: 46.870873839594424 s
Iteration 23: 47.44286546111107 s
Iteration 24: 47.59633832145482 s
Iteration 25: 48.056781612336636 s
Iteration 26: 48.579923287034035 s
Iteration 27: 48.66577763389796 s
Iteration 28: 49.1416585277766 s
Iteration 29: 49.513317519798875 s
Iteration 30: 49.753655827604234 s
Iteration 31: 50.27885069698095 s
Iteration 32: 50.34851798787713 s
Iteration 33: 50.65346276015043 s
Iteration 34: 51.08281314279884 s
Iteration 35: 51.316953863948584 s
Iteration 36: 51.81442607473582 s
Iteration 37: 52.0744650401175 s
Iteration 38: 52.517063272185624 s
Iteration 39: 52.46404094155878 s
Iteration 40: 52.87713932059705 s
Iteration 41: 54.04757463093847 s
Iteration 42: 54.54085078742355 s
Iteration 43: 54.12057876121253 s
Iteration 44: 54.39333650190383 s
Iteration 45: 54.59809532761574 s
Iteration 46: 54.55361404828727 s
Iteration 47: 55.18835184443742 s
Iteration 48: 55.75124166999012 s
Iteration 49: 56.722330934368074 s
Iteration 50: 56.884944846853614 s
Iteration 51: 56.423251080326736 s
Iteration 52: 56.9133533379063 s
Iteration 53: 57.310886807739735 s
Iteration 54: 57.51297028455883 s
Iteration 55: 57.77170418482274 s
Iteration 56: 58.1813923958689 s
Iteration 57: 58.78610180597752 s
Iteration 58: 59.37994008883834 s
Iteration 59: 58.997609766200185 s
