Acquisition function: SDP-l1
Number of variables: 20
Budget: 500
Initial model with 100: 32.640064963139594 s
Iteration 1: 43.140344362705946 s
Iteration 2: 43.587536834180355 s
Iteration 3: 43.467408834956586 s
Iteration 4: 44.80725792236626 s
Iteration 5: 44.23836363106966 s
Iteration 6: 44.74992619454861 s
Iteration 7: 44.52455602027476 s
Iteration 8: 45.545519636943936 s
Iteration 9: 45.164386946707964 s
Iteration 10: 45.46111387852579 s
Iteration 11: 46.25260130222887 s
Iteration 12: 46.66764100454748 s
Iteration 13: 46.88169368635863 s
Iteration 14: 47.63645307067782 s
Iteration 15: 48.40171877387911 s
Iteration 16: 48.38071617949754 s
Iteration 17: 48.60412363521755 s
Iteration 18: 47.66880816780031 s
Iteration 19: 48.742204268462956 s
Iteration 20: 49.076693647541106 s
Iteration 21: 49.41684109997004 s
Iteration 22: 50.260686120949686 s
Iteration 23: 50.49187895748764 s
Iteration 24: 51.524117830209434 s
Iteration 25: 49.95722373761237 s
Iteration 26: 50.75652441754937 s
Iteration 27: 51.92716812342405 s
Iteration 28: 51.387632763944566 s
Iteration 29: 52.80621261149645 s
Iteration 30: 52.78982700500637 s
Iteration 31: 53.254686418920755 s
Iteration 32: 52.69457937870175 s
Iteration 33: 53.93719046190381 s
Iteration 34: 53.990936698392034 s
Iteration 35: 54.38612576108426 s
Iteration 36: 53.83498849812895 s
Iteration 37: 54.92577617429197 s
Iteration 38: 55.507666871882975 s
Iteration 39: 55.532066446729004 s
Iteration 40: 56.17240443266928 s
Iteration 41: 56.53831322398037 s
Iteration 42: 57.067786055617034 s
Iteration 43: 56.538260142318904 s
Iteration 44: 57.08017834369093 s
Iteration 45: 57.92624299880117 s
Iteration 46: 57.77859742753208 s
Iteration 47: 58.61211860086769 s
Iteration 48: 58.505646681413054 s
Iteration 49: 58.96576395072043 s
Iteration 50: 59.810530407354236 s
Iteration 51: 59.90288254711777 s
Iteration 52: 59.985046776011586 s
Iteration 53: 59.96168178226799 s
Iteration 54: 60.76561186648905 s
Iteration 55: 60.678062392398715 s
Iteration 56: 61.466217862442136 s
Iteration 57: 61.496277957223356 s
Iteration 58: 61.704714711755514 s
Iteration 59: 61.27667789440602 s
