Acquisition function: SDP-l1
Number of variables: 20
Budget: 500
Initial model with 100: 32.616997515782714 s
Iteration 1: 40.128323468379676 s
Iteration 2: 40.70929504279047 s
Iteration 3: 38.75532086659223 s
Iteration 4: 40.97788720857352 s
Iteration 5: 39.772294245660305 s
Iteration 6: 39.63337780814618 s
Iteration 7: 40.039735002443194 s
Iteration 8: 40.443108746781945 s
Iteration 9: 40.83696439862251 s
Iteration 10: 41.30498263332993 s
Iteration 11: 41.99025922175497 s
Iteration 12: 41.76505140122026 s
Iteration 13: 42.28200016543269 s
Iteration 14: 42.394634005613625 s
Iteration 15: 44.65411362238228 s
Iteration 16: 43.01627627480775 s
Iteration 17: 44.07122273556888 s
Iteration 18: 45.85932474117726 s
Iteration 19: 45.9944057604298 s
Iteration 20: 44.64492566604167 s
Iteration 21: 44.65124378912151 s
Iteration 22: 45.75604870542884 s
Iteration 23: 45.44675133191049 s
Iteration 24: 45.55178324691951 s
Iteration 25: 45.90408296510577 s
Iteration 26: 46.44066119287163 s
Iteration 27: 46.96095562633127 s
Iteration 28: 47.08877039141953 s
Iteration 29: 47.38265173416585 s
Iteration 30: 47.65728480089456 s
Iteration 31: 48.05108517128974 s
Iteration 32: 48.814738215878606 s
Iteration 33: 49.280791502445936 s
Iteration 34: 49.23490550648421 s
Iteration 35: 49.50467199459672 s
Iteration 36: 49.41592136397958 s
Iteration 37: 49.92712613940239 s
Iteration 38: 50.28253849130124 s
Iteration 39: 50.895703844726086 s
Iteration 40: 50.65573991369456 s
Iteration 41: 51.29480563476682 s
Iteration 42: 51.79457407910377 s
Iteration 43: 51.92642209120095 s
Iteration 44: 52.152964546345174 s
Iteration 45: 52.906906915828586 s
Iteration 46: 53.10820628609508 s
Iteration 47: 52.939040929079056 s
Iteration 48: 53.50627918820828 s
Iteration 49: 53.58083193562925 s
Iteration 50: 54.230158146470785 s
Iteration 51: 55.211500734090805 s
Iteration 52: 54.959407126531005 s
Iteration 53: 55.215491347014904 s
Iteration 54: 55.818004839122295 s
Iteration 55: 56.264070112258196 s
Iteration 56: 56.46224572788924 s
Iteration 57: 56.724442346952856 s
Iteration 58: 57.22265413030982 s
Iteration 59: 57.401040873490274 s
