Acquisition function: SDP-l1
Number of variables: 20
Budget: 500
Initial model with 100: 32.8186904117465 s
Iteration 1: 39.9257679823786 s
Iteration 2: 40.54179670009762 s
Iteration 3: 41.0737028028816 s
Iteration 4: 40.92565162666142 s
Iteration 5: 41.32051242236048 s
Iteration 6: 41.55105611309409 s
Iteration 7: 42.09785659518093 s
Iteration 8: 42.509443275630474 s
Iteration 9: 43.07171173207462 s
Iteration 10: 43.13544956408441 s
Iteration 11: 43.50849204976112 s
Iteration 12: 43.540362308733165 s
Iteration 13: 44.38317158725113 s
Iteration 14: 44.568628937006 s
Iteration 15: 44.706799583509564 s
Iteration 16: 44.9463988346979 s
Iteration 17: 46.54114780668169 s
Iteration 18: 45.77651232481003 s
Iteration 19: 46.680405518971384 s
Iteration 20: 46.28782610781491 s
Iteration 21: 46.70224300958216 s
Iteration 22: 47.023127840831876 s
Iteration 23: 47.942506512627006 s
Iteration 24: 47.50078422296792 s
Iteration 25: 48.05284026265144 s
Iteration 26: 48.43209044449031 s
Iteration 27: 48.908794957213104 s
Iteration 28: 48.92200835514814 s
Iteration 29: 49.518567505292594 s
Iteration 30: 50.09586321096867 s
Iteration 31: 49.92889756988734 s
Iteration 32: 50.20225429907441 s
Iteration 33: 50.40426674671471 s
Iteration 34: 51.45338681247085 s
Iteration 35: 51.29803258925676 s
Iteration 36: 51.65833646338433 s
Iteration 37: 52.09621052630246 s
Iteration 38: 52.60709352232516 s
Iteration 39: 52.55523142684251 s
Iteration 40: 52.8855442032218 s
Iteration 41: 53.60050575248897 s
Iteration 42: 54.08196959644556 s
Iteration 43: 54.12036747299135 s
Iteration 44: 54.26837758719921 s
Iteration 45: 54.4226398319006 s
Iteration 46: 55.11706595495343 s
Iteration 47: 54.780526876449585 s
Iteration 48: 55.67321527842432 s
Iteration 49: 56.45224391389638 s
Iteration 50: 56.40689212549478 s
Iteration 51: 56.4638499757275 s
Iteration 52: 57.151409848593175 s
Iteration 53: 57.13948220573366 s
Iteration 54: 57.88645592331886 s
Iteration 55: 58.16417733952403 s
Iteration 56: 58.49984868243337 s
Iteration 57: 58.67663192935288 s
Iteration 58: 58.81374794524163 s
Iteration 59: 59.13488172646612 s
