Acquisition function: SDP-l1
Number of variables: 20
Budget: 500
Initial model with 100: 32.79289041925222 s
Iteration 1: 42.49863812327385 s
Iteration 2: 41.849331819452345 s
Iteration 3: 42.35469671431929 s
Iteration 4: 43.39332660660148 s
Iteration 5: 43.17919309809804 s
Iteration 6: 43.21493028756231 s
Iteration 7: 44.08859135489911 s
Iteration 8: 44.084886581636965 s
Iteration 9: 44.96802824921906 s
Iteration 10: 44.91566977649927 s
Iteration 11: 45.201063954271376 s
Iteration 12: 45.79323265980929 s
Iteration 13: 45.788666957989335 s
Iteration 14: 45.66530380118638 s
Iteration 15: 46.54924306739122 s
Iteration 16: 46.9992874674499 s
Iteration 17: 47.32931540720165 s
Iteration 18: 47.23802519124001 s
Iteration 19: 47.416750364005566 s
Iteration 20: 47.79954335000366 s
Iteration 21: 48.90493336971849 s
Iteration 22: 48.90235612913966 s
Iteration 23: 49.40015654079616 s
Iteration 24: 49.464667302556336 s
Iteration 25: 50.190274967812 s
Iteration 26: 50.098303821869195 s
Iteration 27: 51.12981117982417 s
Iteration 28: 50.40060984250158 s
Iteration 29: 51.850670186802745 s
Iteration 30: 50.773078058846295 s
Iteration 31: 51.41661883145571 s
Iteration 32: 52.14944578707218 s
Iteration 33: 52.00039655622095 s
Iteration 34: 53.32988829072565 s
Iteration 35: 53.26984119601548 s
Iteration 36: 53.11791059281677 s
Iteration 37: 53.98508317116648 s
Iteration 38: 54.05883544962853 s
Iteration 39: 53.74718549568206 s
Iteration 40: 54.911567367613316 s
Iteration 41: 56.1084218127653 s
Iteration 42: 54.95775308459997 s
Iteration 43: 55.96811061538756 s
Iteration 44: 56.063693050295115 s
Iteration 45: 55.95988338533789 s
Iteration 46: 56.72348373942077 s
Iteration 47: 56.79943692497909 s
Iteration 48: 57.32737063802779 s
Iteration 49: 57.98787518404424 s
Iteration 50: 59.3581490078941 s
Iteration 51: 58.783942577429116 s
Iteration 52: 59.6937195667997 s
Iteration 53: 58.7419046247378 s
Iteration 54: 59.81796518806368 s
Iteration 55: 59.57954813260585 s
Iteration 56: 59.63472287263721 s
Iteration 57: 60.10260774567723 s
Iteration 58: 59.93684878665954 s
Iteration 59: 60.825234254822135 s
