Acquisition function: SDP-l1
Number of variables: 20
Budget: 500
Initial model with 100: 32.97949167806655 s
Iteration 1: 41.034432602114975 s
Iteration 2: 41.16802346147597 s
Iteration 3: 42.12157129961997 s
Iteration 4: 41.88602013234049 s
Iteration 5: 42.024169442243874 s
Iteration 6: 42.477347964420915 s
Iteration 7: 42.5262878742069 s
Iteration 8: 42.98853518627584 s
Iteration 9: 43.27690179552883 s
Iteration 10: 43.54823061730713 s
Iteration 11: 43.55869087949395 s
Iteration 12: 44.41176335699856 s
Iteration 13: 44.67491529509425 s
Iteration 14: 45.232633113861084 s
Iteration 15: 45.175715712830424 s
Iteration 16: 45.59161546360701 s
Iteration 17: 46.131566205993295 s
Iteration 18: 46.20140658505261 s
Iteration 19: 46.3849121639505 s
Iteration 20: 46.64813548885286 s
Iteration 21: 47.33185892179608 s
Iteration 22: 47.423623936250806 s
Iteration 23: 47.83012726623565 s
Iteration 24: 48.772919496521354 s
Iteration 25: 48.5432325610891 s
Iteration 26: 49.18903361354023 s
Iteration 27: 50.22381360176951 s
Iteration 28: 49.89791233371943 s
Iteration 29: 49.968152021989226 s
Iteration 30: 50.01031464058906 s
Iteration 31: 50.812346030958 s
Iteration 32: 51.25078111421317 s
Iteration 33: 51.43519321642816 s
Iteration 34: 51.452938069589436 s
Iteration 35: 52.02239987254143 s
Iteration 36: 52.24206972401589 s
Iteration 37: 52.72358427103609 s
Iteration 38: 53.14122250396758 s
Iteration 39: 53.31776593159884 s
Iteration 40: 53.6838086405769 s
Iteration 41: 54.63986149430275 s
Iteration 42: 54.45533942244947 s
Iteration 43: 54.548682670108974 s
Iteration 44: 54.90690306480974 s
Iteration 45: 56.12565970700234 s
Iteration 46: 55.71928618103266 s
Iteration 47: 55.89663645345718 s
Iteration 48: 56.53133906237781 s
Iteration 49: 56.3033744962886 s
Iteration 50: 57.095391888171434 s
Iteration 51: 57.39055028837174 s
Iteration 52: 57.7402925984934 s
Iteration 53: 58.0376985212788 s
Iteration 54: 58.498041773214936 s
Iteration 55: 58.70573735516518 s
Iteration 56: 59.06907049566507 s
Iteration 57: 59.27005310263485 s
Iteration 58: 59.77012299839407 s
Iteration 59: 59.6694797212258 s
