Acquisition function: SDP-l1
Number of variables: 20
Budget: 500
Initial model with 100: 32.40511875972152 s
Iteration 1: 40.34548820462078 s
Iteration 2: 40.86834160517901 s
Iteration 3: 40.68089669663459 s
Iteration 4: 41.06651117093861 s
Iteration 5: 41.66863577440381 s
Iteration 6: 41.901117651723325 s
Iteration 7: 42.20916050579399 s
Iteration 8: 42.89768268447369 s
Iteration 9: 42.730980777181685 s
Iteration 10: 43.4928117133677 s
Iteration 11: 43.4450531732291 s
Iteration 12: 43.74733843281865 s
Iteration 13: 45.29526470787823 s
Iteration 14: 44.40347702708095 s
Iteration 15: 44.78384319040924 s
Iteration 16: 45.2396187139675 s
Iteration 17: 45.39027950447053 s
Iteration 18: 45.94284659810364 s
Iteration 19: 46.10810551047325 s
Iteration 20: 45.98047367017716 s
Iteration 21: 46.94614889193326 s
Iteration 22: 47.04622346442193 s
Iteration 23: 47.506583037786186 s
Iteration 24: 47.778061082586646 s
Iteration 25: 48.26051025930792 s
Iteration 26: 48.65728657692671 s
Iteration 27: 48.60908389184624 s
Iteration 28: 48.887755980715156 s
Iteration 29: 49.3487684270367 s
Iteration 30: 50.45943051110953 s
Iteration 31: 50.285618694499135 s
Iteration 32: 50.230351720936596 s
Iteration 33: 50.443085340783 s
Iteration 34: 51.02139126788825 s
Iteration 35: 51.23703911527991 s
Iteration 36: 51.98740745987743 s
Iteration 37: 51.95006450917572 s
Iteration 38: 52.41203258559108 s
Iteration 39: 52.99133004900068 s
Iteration 40: 53.25642508547753 s
Iteration 41: 53.56325543206185 s
Iteration 42: 53.870446219109 s
Iteration 43: 54.03280981909484 s
Iteration 44: 54.53117508906871 s
Iteration 45: 54.69725900422782 s
Iteration 46: 55.009555926546454 s
Iteration 47: 55.45807548426092 s
Iteration 48: 55.557425897568464 s
Iteration 49: 56.23627050872892 s
Iteration 50: 56.66266816481948 s
Iteration 51: 56.655292028561234 s
Iteration 52: 57.52544548176229 s
Iteration 53: 57.51549849938601 s
Iteration 54: 57.94498124998063 s
Iteration 55: 58.264924003742635 s
Iteration 56: 58.41611236240715 s
Iteration 57: 58.75149448402226 s
Iteration 58: 59.4576135892421 s
Iteration 59: 59.68841713760048 s
