Acquisition function: SDP-l1
Number of variables: 20
Budget: 500
Initial model with 100: 32.639833877794445 s
Iteration 1: 40.854039006866515 s
Iteration 2: 40.39446469210088 s
Iteration 3: 40.59610241372138 s
Iteration 4: 40.9745122147724 s
Iteration 5: 41.15273805614561 s
Iteration 6: 41.577051689848304 s
Iteration 7: 41.96980477310717 s
Iteration 8: 42.804755869321525 s
Iteration 9: 43.134058425202966 s
Iteration 10: 43.52946718595922 s
Iteration 11: 43.475322659127414 s
Iteration 12: 44.07804730441421 s
Iteration 13: 44.79516296181828 s
Iteration 14: 43.939926664344966 s
Iteration 15: 44.620440115220845 s
Iteration 16: 44.965490992181 s
Iteration 17: 45.20764749497175 s
Iteration 18: 45.40069313161075 s
Iteration 19: 45.87219992093742 s
Iteration 20: 46.225992472842336 s
Iteration 21: 46.60298213735223 s
Iteration 22: 46.887828731909394 s
Iteration 23: 47.052339122630656 s
Iteration 24: 47.527856417000294 s
Iteration 25: 48.10820799227804 s
Iteration 26: 48.212515307590365 s
Iteration 27: 48.6585882185027 s
Iteration 28: 48.880834175273776 s
Iteration 29: 49.30508060473949 s
Iteration 30: 49.44812358543277 s
Iteration 31: 50.02930068131536 s
Iteration 32: 50.45431539975107 s
Iteration 33: 50.61476538237184 s
Iteration 34: 50.95943201612681 s
Iteration 35: 51.19533183798194 s
Iteration 36: 51.64461424667388 s
Iteration 37: 51.88200882356614 s
Iteration 38: 52.23762984480709 s
Iteration 39: 52.48504135105759 s
Iteration 40: 53.02785290591419 s
Iteration 41: 53.240662668831646 s
Iteration 42: 53.645836058072746 s
Iteration 43: 53.916100507602096 s
Iteration 44: 54.34233378060162 s
Iteration 45: 54.78670385014266 s
Iteration 46: 54.68309762515128 s
Iteration 47: 54.984829388558865 s
Iteration 48: 55.63567574322224 s
Iteration 49: 55.623071648180485 s
Iteration 50: 56.25156976375729 s
Iteration 51: 56.484687617979944 s
Iteration 52: 57.119278989732265 s
Iteration 53: 57.39302568603307 s
Iteration 54: 57.88172983471304 s
Iteration 55: 58.8468422293663 s
Iteration 56: 58.47688458766788 s
Iteration 57: 58.41849257051945 s
Iteration 58: 59.293468999676406 s
Iteration 59: 59.043485407717526 s
