Acquisition function: SDP-l1
Number of variables: 20
Budget: 500
Initial model with 100: 32.91810486651957 s
Iteration 1: 39.577057000249624 s
Iteration 2: 40.59176444634795 s
Iteration 3: 40.99215732701123 s
Iteration 4: 40.89915933087468 s
Iteration 5: 41.56056282389909 s
Iteration 6: 41.92718292027712 s
Iteration 7: 41.46383501496166 s
Iteration 8: 42.36647164076567 s
Iteration 9: 42.04800050612539 s
Iteration 10: 42.73566415719688 s
Iteration 11: 43.58689901698381 s
Iteration 12: 43.91552045941353 s
Iteration 13: 43.81315997522324 s
Iteration 14: 43.77013396564871 s
Iteration 15: 44.43864492792636 s
Iteration 16: 45.10663558077067 s
Iteration 17: 45.275955519638956 s
Iteration 18: 45.109811978414655 s
Iteration 19: 45.79709826596081 s
Iteration 20: 46.93468176573515 s
Iteration 21: 46.74024165421724 s
Iteration 22: 47.109650030732155 s
Iteration 23: 46.970902658067644 s
Iteration 24: 47.899375677108765 s
Iteration 25: 48.31903551518917 s
Iteration 26: 48.04920489527285 s
Iteration 27: 48.41771125793457 s
Iteration 28: 49.264379005879164 s
Iteration 29: 49.30368689913303 s
Iteration 30: 49.44745878316462 s
Iteration 31: 50.45011653192341 s
Iteration 32: 49.84670240711421 s
Iteration 33: 50.26877296343446 s
Iteration 34: 50.44341543223709 s
Iteration 35: 50.71649962477386 s
Iteration 36: 51.18283869512379 s
Iteration 37: 51.77493433933705 s
Iteration 38: 52.92886222153902 s
Iteration 39: 52.52187433466315 s
Iteration 40: 52.62980777770281 s
Iteration 41: 53.412072002887726 s
Iteration 42: 53.90294426679611 s
Iteration 43: 53.92604785319418 s
Iteration 44: 54.87651835754514 s
Iteration 45: 54.343876612372696 s
Iteration 46: 55.134373465552926 s
Iteration 47: 55.299475700594485 s
Iteration 48: 55.949752347543836 s
Iteration 49: 56.24037585686892 s
Iteration 50: 56.53757464233786 s
Iteration 51: 56.17249404080212 s
Iteration 52: 56.68575444910675 s
Iteration 53: 57.09927053563297 s
Iteration 54: 57.280857055447996 s
Iteration 55: 57.62245911359787 s
Iteration 56: 58.83085441309959 s
Iteration 57: 59.05205544922501 s
Iteration 58: 59.179833706468344 s
Iteration 59: 58.87750740349293 s
