cbench-automotive-bitcount:number-0001:,cbench-automotive-qsort1:cdataset-qsort-0001:,cbench-automotive-qsort1:cdataset-qsort-0005:,cbench-automotive-qsort1:cdataset-qsort-0009:,cbench-automotive-qsort1:cdataset-qsort-0013:,cbench-automotive-qsort1:cdataset-qsort-0017:,cbench-automotive-qsort1:cdataset-qsort-0020:,cbench-automotive-susan:image-pgm-0001:corners,cbench-automotive-susan:image-pgm-0005:corners,cbench-automotive-susan:image-pgm-0009:corners,cbench-automotive-susan:image-pgm-0013:corners,cbench-automotive-susan:image-pgm-0017:corners,cbench-automotive-susan:image-pgm-0020:corners,cbench-automotive-susan:image-pgm-0001:edges,cbench-automotive-susan:image-pgm-0005:edges,cbench-automotive-susan:image-pgm-0009:edges,cbench-automotive-susan:image-pgm-0013:edges,cbench-automotive-susan:image-pgm-0017:edges,cbench-automotive-susan:image-pgm-0020:edges,cbench-automotive-susan:image-pgm-0001:smoothing,cbench-automotive-susan:image-pgm-0005:smoothing,cbench-automotive-susan:image-pgm-0009:smoothing,cbench-automotive-susan:image-pgm-0013:smoothing,cbench-automotive-susan:image-pgm-0017:smoothing,cbench-automotive-susan:image-pgm-0020:smoothing,cbench-network-dijkstra:cdataset-dijkstra-0001:,cbench-network-dijkstra:cdataset-dijkstra-0005:,cbench-network-dijkstra:cdataset-dijkstra-0009:,cbench-network-dijkstra:cdataset-dijkstra-0013:,cbench-network-patricia:cdataset-patricia-0001:,cbench-network-patricia:cdataset-patricia-0005:,cbench-network-patricia:cdataset-patricia-0009:,cbench-network-patricia:cdataset-patricia-0013:,cbench-network-patricia:cdataset-patricia-0017:,cbench-network-patricia:cdataset-patricia-0020:,cbench-telecom-adpcm-c:pcm-0001:,cbench-telecom-adpcm-c:pcm-0005:,cbench-telecom-adpcm-c:pcm-0009:,cbench-telecom-adpcm-c:pcm-0013:,cbench-telecom-adpcm-c:pcm-0017:,cbench-telecom-adpcm-c:pcm-0020:,cbench-telecom-adpcm-d:adpcm-0001:,cbench-telecom-adpcm-d:adpcm-0005:,cbench-telecom-adpcm-d:adpcm-0009:,cbench-telecom-adpcm-d:adpcm-0013:,cbench-telecom-adpcm-d:adpcm-0017:,cbench-telecom-adpcm-d:adpcm-0020:,cbench-telecom-crc32:pcm-0001:,cbench-telecom-crc32:pcm-0005:,cbench-telecom-crc32:pcm-0009:,cbench-telecom-crc32:pcm-0013:,cbench-telecom-crc32:pcm-0017:,cbench-telecom-crc32:pcm-0020:,cbench-telecom-gsm:au-0001:,cbench-telecom-gsm:au-0005:,cbench-telecom-gsm:au-0009:,cbench-telecom-gsm:au-0013:,cbench-telecom-gsm:au-0017:,cbench-telecom-gsm:au-0020:
0.06850366666666667,0.01950478431372549,0.01214741975308642,0.0176715,0.014700895522388058,0.01410256338028169,0.022214,0.0064387734375,0.014066088235294117,0.028533879999999998,0.0020313199195171024,0.0065393881578947365,0.009926881188118812,0.016647083333333333,0.03010716,0.08758966666666666,0.009063572727272727,0.0194095,0.02841175,0.08421416666666666,0.22316319999999998,0.4351876666666667,0.01630766129032258,0.07158371428571429,0.1190882222222222,8.112434473969379e-07,0.012137743902439026,0.129495125,0.5626505,6.651104290385e-05,0.0003059736,0.0013987901408450704,0.0067201586206896554,0.03473072,0.126456125,0.0006591197604790419,0.005956779761904762,0.0007500127819548872,0.00483254,0.00499648730964467,0.007730868217054264,0.0004494948,0.0036003,0.0005141791817711031,0.0033257599999999997,0.0033467479999999997,0.005137201058201058,0.001064833155080214,0.008493982905982906,0.0012211771217712176,0.00785511811023622,0.007903420634920635,0.012115646341463414,0.011479206896551724,0.09236736363636364,0.01310792105263158,0.08018746153846154,0.08621174999999999,0.129827
0.06729946666666667,0.019483333333333335,0.012278407407407406,0.017698964285714287,0.014657776119402985,0.01411607042253521,0.022346733333333334,0.0064209296875,0.014151485294117647,0.02837564,0.0020258229376257544,0.006508723684210527,0.009879069306930693,0.016612633333333335,0.03015132,0.08752216666666666,0.00909380909090909,0.019350153846153847,0.028441027777777777,0.08461316666666667,0.2232946,0.43307500000000004,0.016318870967741938,0.07165628571428571,0.119053,8.111211402935859e-07,0.012109487804878048,0.129330625,0.562474,6.662954560619204e-05,0.0003079192,0.0013941014084507043,0.006769379310344828,0.03475964,0.125814125,0.0006591856287425149,0.005956797619047619,0.0007485443609022556,0.004840372000000001,0.004984934010152284,0.007738100775193798,0.00044956120000000003,0.003605508,0.0005132382185396168,0.003324972,0.003358932,0.005141179894179894,0.0010658909090909092,0.008539162393162393,0.0012192964329643297,0.007901771653543306,0.007913253968253969,0.012174524390243902,0.011458275862068965,0.09296481818181818,0.013099947368421053,0.08009476923076922,0.086241,0.129792625
0.0668116,0.019847058823529412,0.012245543209876544,0.017541857142857144,0.014447671641791044,0.01418911267605634,0.02210871111111111,0.0064486796875,0.014087044117647059,0.02855536,0.0020315191146881286,0.006517861842105263,0.00987658415841584,0.016658,0.0301308,0.08767491666666666,0.009047872727272727,0.019350923076923078,0.028433111111111114,0.08452158333333333,0.2235802,0.43504499999999996,0.016325516129032255,0.07213621428571429,0.11916355555555556,8.093362719653365e-07,0.012150012195121952,0.129590875,0.5623555,6.697337692666978e-05,0.00030477039999999997,0.0014052704225352114,0.006711993103448275,0.03470264,0.125686,0.0006568509647371923,0.005959410714285715,0.000747866917293233,0.004834556,0.004987223350253807,0.007749100775193799,0.0004484852,0.0036091,0.0005135603314344899,0.0033263280000000004,0.003342776,0.005139571428571428,0.0010669625668449198,0.008505333333333333,0.0012223062730627307,0.007876503937007874,0.00789836507936508,0.012166792682926829,0.01144632183908046,0.09246472727272727,0.013070013157894737,0.08029861538461538,0.08653041666666667,0.130718375
0.06679313333333334,0.01964756862745098,0.012294061728395062,0.017648696428571427,0.014765820895522388,0.014069126760563381,0.022210466666666668,0.0064309765625,0.014114588235294117,0.02853508,0.002039523138832998,0.0065185328947368415,0.009920227722772278,0.016638366666666668,0.0301668,0.087922,0.009077063636363635,0.019391442307692304,0.028398888888888887,0.08424808333333333,0.22283179999999997,0.4339186666666666,0.01616651612903226,0.07178264285714286,0.119342,8.072790664869568e-07,0.012106378048780488,0.129302125,0.564986,6.692199906585708e-05,0.000308148,0.0014038056338028168,0.006751489655172414,0.0348836,0.1264305,0.000658996007984032,0.00595272619047619,0.0007497360902255639,0.004837656,0.004981918781725888,0.007742255813953489,0.0004489372,0.0036017320000000003,0.0005131631279129984,0.003343596,0.003342088,0.005163,0.0010655967914438504,0.008510470085470085,0.0012191217712177122,0.00787611811023622,0.007913420634920634,0.012137,0.01146432183908046,0.09301672727272728,0.013112263157894736,0.08014423076923077,0.08632816666666666,0.129579625
0.06906586666666666,0.019455098039215687,0.012170925925925925,0.017541982142857144,0.014653194029850746,0.014145112676056337,0.022122533333333333,0.0064127578125,0.01402310294117647,0.028586920000000002,0.0020240925553319917,0.006543065789473684,0.009891861386138614,0.016608516666666667,0.03019136,0.08771866666666667,0.009045336363636363,0.019380903846153843,0.028434083333333336,0.08456116666666667,0.2236124,0.43338066666666664,0.016173209677419354,0.07165278571428571,0.11914544444444444,8.062516868188004e-07,0.012076329268292683,0.12925475,0.561828,6.641963034630013e-05,0.00030528719999999997,0.001388219718309859,0.00675908275862069,0.035159880000000004,0.125992625,0.000657624750499002,0.005973202380952381,0.0007490699248120301,0.00484574,0.005000664974619289,0.00774593023255814,0.0004490944,0.003602904,0.000514126359399275,0.0033278080000000002,0.003345116,0.005142201058201058,0.0010665048128342246,0.008493136752136752,0.0012224169741697417,0.00786263779527559,0.00790645238095238,0.012137341463414634,0.011599954022988506,0.09239290909090908,0.013166763157894737,0.08013861538461538,0.08626833333333334,0.129641875
0.06743653333333333,0.01951549019607843,0.012165148148148147,0.01772335714285714,0.01466434328358209,0.014091098591549294,0.02225048888888889,0.006406890625,0.014022029411764706,0.02863396,0.0020275774647887323,0.00652608552631579,0.009935039603960395,0.016694966666666665,0.03022816,0.08786699999999999,0.0090424,0.019468211538461542,0.028465833333333333,0.0845315,0.22365020000000002,0.433052,0.016249,0.07164371428571428,0.11914233333333334,8.084385378267333e-07,0.01217720731707317,0.129421,0.5636805,6.672989924601321e-05,0.0003075224,0.0014016394366197183,0.0067800827586206895,0.03497236,0.127078625,0.0006600884896872921,0.005956559523809524,0.0007503526315789474,0.0048430999999999995,0.0050131167512690354,0.007747542635658915,0.00044846880000000005,0.003602944,0.0005143992749870533,0.00333226,0.003343,0.005171222222222222,0.0010680716577540106,0.008472794871794871,0.0012215473554735546,0.007912992125984251,0.00789665873015873,0.01212951219512195,0.011517827586206897,0.09252309090909092,0.013074526315789474,0.08031661538461539,0.08631508333333333,0.12978175
0.067145,0.01953127450980392,0.012220296296296295,0.017722660714285715,0.01475965671641791,0.014215676056338026,0.022373644444444448,0.0063980625,0.01400460294117647,0.028404799999999997,0.002034338028169014,0.006564631578947369,0.009901811881188119,0.016634666666666666,0.030149879999999997,0.08771166666666667,0.009055563636363636,0.019395403846153847,0.028456166666666664,0.08433058333333333,0.22303320000000001,0.43332366666666666,0.016265516129032258,0.07158528571428571,0.11915433333333333,8.08992996695262e-07,0.012126329268292683,0.12949525,0.5635215,6.666831253753252e-05,0.00030466479999999996,0.0013919760563380283,0.006759820689655172,0.03469068,0.1273625,0.0006579753825681969,0.0059583392857142856,0.0007479135338345865,0.004845932000000001,0.004996162436548223,0.007733891472868217,0.0004485344,0.0035930080000000004,0.0005140378042465044,0.003332324,0.00334104,0.00515752380952381,0.0010654,0.008522615384615384,0.0012185621156211562,0.007879858267716536,0.007895674603174604,0.012144573170731707,0.011473137931034483,0.09275136363636363,0.013094315789473685,0.08041553846153845,0.08626958333333333,0.129730125
0.06728653333333333,0.019285156862745095,0.012155111111111111,0.01779598214285714,0.014707597014925373,0.013935577464788733,0.022385755555555553,0.00641196875,0.014028676470588235,0.028626040000000002,0.002022619718309859,0.006523717105263158,0.009931425742574258,0.016636466666666665,0.03014372,0.08777858333333333,0.009067681818181818,0.01940436538461538,0.028487527777777782,0.0847265,0.2234708,0.43387266666666663,0.016239225806451613,0.07204228571428571,0.1182131111111111,8.06983898677534e-07,0.01212428048780488,0.129167,0.564468,6.6648895709615e-05,0.0003061212,0.0014024718309859155,0.00677211724137931,0.0347736,0.126450375,0.0006595974717232202,0.005959648809523809,0.0007496360902255639,0.004830636,0.004992944162436548,0.007741860465116279,0.000449456,0.003595692,0.0005144360435007768,0.003332276,0.00334688,0.005140285714285714,0.0010678139037433156,0.008523521367521368,0.0012202632226322263,0.007868015748031495,0.007916214285714285,0.012174560975609757,0.011529045977011492,0.09262818181818182,0.013097065789473684,0.0802416153846154,0.086437,0.12970625
0.06724093333333332,0.019389588235294117,0.012260827160493827,0.017560392857142858,0.014730119402985074,0.014117802816901408,0.022198244444444442,0.0064544453125,0.014029632352941176,0.028423880000000002,0.002028422535211268,0.006505868421052632,0.009896237623762376,0.01661408333333333,0.03019208,0.08762500000000001,0.009075009090909091,0.019390076923076923,0.028456277777777778,0.08400433333333333,0.224382,0.433571,0.01635225806451613,0.071773,0.11878811111111112,8.043029269720593e-07,0.012133585365853659,0.12922,0.562501,6.68121705478081e-05,0.0003055332,0.0013993704225352113,0.006817441379310345,0.03492884,0.126311,0.0006587072521623419,0.00596710119047619,0.0007500766917293233,0.004834696,0.00499436040609137,0.007728852713178295,0.00044874720000000006,0.0035990799999999997,0.0005144997410668048,0.003330456,0.003345024,0.0051498571428571435,0.0010687582887700534,0.008496299145299145,0.0012177958179581795,0.00788475590551181,0.007906301587301587,0.01215710975609756,0.011490183908045978,0.09248963636363636,0.013077421052631578,0.08022115384615384,0.08637233333333333,0.130028375
0.0674024,0.01946821568627451,0.01209958024691358,0.01760975,0.014771641791044777,0.01420125352112676,0.02238682222222222,0.0064177109375,0.01401154411764706,0.02871524,0.0020289416498993963,0.006530690789473684,0.009884247524752475,0.016622033333333334,0.03015912,0.08772641666666665,0.009051190909090909,0.019449961538461537,0.028477805555555555,0.08462916666666666,0.22314280000000003,0.434656,0.016300532258064514,0.07213657142857142,0.11918533333333332,8.080398166698059e-07,0.012098353658536586,0.129179,0.563637,6.663041302462133e-05,0.0003058192,0.0014000774647887325,0.006771013793103449,0.03482012,0.125842625,0.0006581949434464404,0.005951589285714286,0.0007459894736842105,0.0048402,0.004997913705583757,0.00772875968992248,0.00044972200000000006,0.003599656,0.0005144987053340238,0.0033326159999999996,0.00334382,0.005135989417989418,0.0010686310160427808,0.008509444444444444,0.0012213554735547355,0.007868748031496063,0.007888634920634921,0.012153609756097562,0.011536988505747128,0.09291454545454546,0.013069078947368421,0.08042738461538461,0.08666308333333334,0.130709625
